L, R, motor_r, motor_l
544, 523, 0, 0
544, 523, 0, 0
544, 523, 0, 0
544, 523, 0, 0
537, 523, 0, 1
537, 523, -1, 1
537, 523, -2, 1
535, 523, -2, 1
535, 523, -3, 2
535, 523, -3, 2
535, 519, -4, 3
534, 519, -5, 3
534, 519, -5, 3
534, 519, -6, 4
525, 519, -7, 4
525, 523, -7, 4
525, 523, -8, 5
518, 523, -8, 5
518, 523, -9, 6
518, 532, -10, 6
518, 532, -10, 7
519, 532, -11, 7
519, 555, -12, 8
519, 555, -12, 8
515, 555, -13, 9
515, 555, -14, 9
515, 555, -15, 10
515, 555, -16, 11
515, 555, -16, 11
412, 555, -17, 11
412, 555, -17, 12
412, 555, -18, 12
412, 578, -19, 13
412, 578, -19, 13
506, 578, -20, 13
504, 523, -20, 14
504, 523, -21, 14
504, 523, -22, 15
504, 511, -22, 15
504, 511, -23, 16
504, 511, -24, 16
504, 499, -24, 17
504, 499, -25, 17
504, 500, -27, 18
499, 500, -28, 19
499, 500, -28, 19
500, 491, -29, 20
500, 491, -30, 20
500, 490, -30, 21
499, 490, -31, 21
499, 490, -32, 21
499, 490, -32, 22
500, 490, -33, 22
500, 490, -34, 23
500, 490, -34, 23
500, 492, -35, 24
500, 492, -35, 24
500, 492, -36, 25
500, 492, -36, 25
500, 492, -37, 25
500, 492, -38, 26
500, 492, -38, 26
500, 492, -39, 27
500, 492, -40, 27
500, 492, -40, 28
496, 492, -41, 28
496, 492, -42, 29
496, 488, -42, 29
496, 488, -43, 30
496, 488, -44, 30
496, 488, -44, 31
496, 483, -45, 31
496, 483, -45, 32
496, 483, -46, 32
496, 483, -46, 33
491, 483, -47, 33
491, 483, -48, 33
491, 483, -48, 34
491, 483, -49, 34
491, 483, -50, 35
491, 483, -51, 35
491, 483, -51, 36
491, 483, -52, 36
491, 483, -52, 37
491, 490, -53, 37
494, 490, -54, 38
494, 490, -54, 38
494, 491, -55, 39
491, 491, -56, 39
491, 491, -57, 40
491, 500, -57, 40
490, 500, -58, 41
490, 500, -58, 41
491, 504, -60, 43
491, 504, -60, 43
500, 510, -62, 44
500, 510, -63, 45
500, 510, -63, 45
492, 510, -64, 46
492, 510, -65, 46
492, 523, -65, 47
496, 523, -66, 47
496, 523, -67, 47
496, 519, -67, 48
532, 519, -68, 49
532, 519, -69, 49
532, 536, -70, 50
532, 536, -70, 50
509, 536, -71, 50
509, 536, -71, 51
527, 536, -72, 51
527, 537, -73, 52
527, 537, -73, 52
534, 532, -74, 53
534, 532, -74, 53
534, 532, -75, 54
534, 527, -76, 54
534, 527, -76, 54
534, 527, -77, 55
534, 527, -78, 55
534, 527, -78, 56
534, 527, -79, 56
534, 527, -79, 56
534, 534, -80, 57
534, 534, -80, 57
534, 534, -81, 58
534, 527, -82, 58
534, 527, -82, 59
534, 527, -83, 59
534, 479, -84, 59
534, 479, -84, 60
534, 479, -85, 60
481, 490, -86, 61
481, 490, -86, 61
481, 490, -87, 62
481, 490, -87, 62
479, 500, -88, 63
479, 500, -88, 63
479, 500, -89, 63
471, 496, -90, 64
471, 496, -90, 64
471, 496, -91, 64
471, 515, -92, 65
471, 515, -92, 65
471, 515, -93, 66
471, 515, -93, 66
464, 500, -94, 67
464, 500, -95, 67
464, 500, -96, 68
464, 500, -96, 68
464, 500, -97, 68
491, 348, -97, 69
491, 348, -98, 70
491, 348, -99, 70
473, 518, -99, 71
473, 518, -100, 71
473, 518, -101, 71
464, 527, -101, 72
464, 527, -102, 73
464, 527, -103, 73
464, 527, -103, 73
498, 365, -104, 74
498, 365, -105, 74
498, 365, -105, 75
498, 538, -106, 75
498, 538, -106, 76
498, 538, -107, 76
475, 567, -108, 77
475, 567, -108, 77
475, 567, -109, 77
475, 567, -110, 78
456, 518, -110, 78
456, 518, -111, 79
456, 518, -111, 79
456, 401, -112, 80
515, 401, -113, 80
515, 401, -113, 81
439, 401, -114, 81
439, 515, -114, 82
439, 515, -115, 82
517, 428, -116, 83
517, 428, -116, 83
517, 428, -117, 83
429, 515, -118, 84
429, 515, -118, 84
429, 515, -119, 85
429, 515, -120, 85
614, 443, -120, 86
614, 443, -121, 86
614, 443, -121, 87
435, 527, -122, 87
435, 527, -123, 88
435, 527, -123, 88
570, 452, -124, 88
570, 452, -125, 89
570, 452, -125, 89
525, 540, -126, 90
525, 540, -126, 90
525, 540, -127, 91
534, 635, -128, 91
534, 635, -129, 92
534, 635, -129, 92
527, 635, -130, 93
527, 635, -130, 93
527, 635, -131, 94
527, 635, -132, 94
748, 635, -132, 94
748, 635, -133, 95
748, 635, -134, 95
712, 492, -134, 96
712, 492, -135, 96
712, 492, -135, 97
712, 651, -136, 97
712, 651, -137, 97
712, 651, -137, 98
712, 651, -138, 98
712, 651, -138, 99
712, 651, -139, 99
712, 651, -140, 99
712, 651, -140, 100
712, 651, -141, 101
410, 651, -142, 101
410, 651, -142, 101
410, 651, -143, 102
410, 397, -144, 102
410, 397, -144, 103
410, 397, -145, 103
410, 654, -146, 104
410, 654, -146, 104
410, 654, -147, 105
742, 654, -148, 105
742, 654, -148, 106
742, 654, -149, 106
742, 654, -150, 107
742, 654, -151, 108
742, 654, -152, 108
742, 654, -152, 109
742, 581, -153, 109
742, 581, -154, 110
742, 581, -154, 110
742, 580, -155, 111
581, 580, -156, 111
581, 580, -156, 112
581, 580, -157, 112
588, 578, -157, 113
588, 578, -158, 113
588, 578, -159, 114
643, 586, -159, 114
643, 586, -160, 115
643, 586, -161, 115
643, 586, -161, 116
643, 586, -162, 116
643, 586, -163, 117
643, 586, -163, 117
643, 586, -164, 118
643, 586, -165, 119
1760, 586, -166, 119
1760, 586, -166, 119
1760, 586, -167, 120
1760, 586, -167, 121
1763, 586, -168, 121
1763, 586, -169, 121
1763, 586, -169, 122
1763, 586, -170, 122
842, 586, -170, 123
842, 586, -171, 123
842, 586, -172, 124
842, 586, -172, 124
842, 586, -173, 125
842, 586, -174, 125
842, 586, -174, 126
835, 586, -175, 126
835, 586, -175, 127
835, 586, -176, 127
835, 586, -177, 128
835, 586, -177, 128
2550, 586, -178, 129
2550, 586, -179, 129
2550, 586, -179, 129
2550, 107, -180, 130
2550, 107, -180, 130
2550, 107, -181, 131
2550, 109, -182, 131
2550, 109, -182, 132
2550, 109, -183, 132
2550, 109, -184, 133
2550, 109, -185, 134
2550, 109, -185, 134
847, 109, -186, 135
847, 109, -187, 135
847, 109, -187, 135
861, 109, -188, 136
861, 109, -188, 136
861, 833, -189, 137
861, 833, -190, 137
1032, 833, -190, 138
1032, 833, -191, 138
1032, 818, -192, 139
1032, 818, -192, 139
1036, 818, -193, 140
1036, 818, -193, 140
1036, 818, -194, 140
863, 818, -195, 141
863, 818, -195, 141
863, 818, -196, 142
863, 818, -196, 142
863, 818, -198, 143
863, 818, -198, 143
863, 818, -199, 144
863, 818, -200, 144
863, 818, -200, 145
863, 818, -201, 145
863, 818, -201, 146
1227, 818, -202, 146
1227, 818, -202, 146
1227, 818, -203, 147
1227, 46, -204, 147
834, 46, -204, 148
834, 46, -205, 148
834, 99, -206, 149
834, 99, -206, 149
834, 99, -207, 150
826, 99, -208, 150
826, 99, -208, 151
864, 99, -209, 151
864, 99, -210, 152
864, 99, -210, 152
864, 99, -211, 152
864, 99, -211, 153
864, 99, -212, 153
326, 99, -213, 153
326, 99, -213, 154
326, 99, -214, 154
326, 99, -215, 155
515, 103, -215, 155
515, 103, -216, 155
515, 103, -216, 156
515, 99, -217, 156
515, 99, -218, 157
515, 99, -218, 157
515, 99, -219, 158
515, 99, -220, 158
515, 99, -220, 158
515, 101, -221, 159
515, 101, -222, 159
515, 101, -222, 160
515, 101, -223, 160
515, 101, -223, 160
515, 103, -224, 161
515, 103, -225, 161
515, 103, -226, 161
481, 103, -226, 162
481, 103, -227, 162
481, 103, -228, 163
481, 94, -229, 163
481, 94, -229, 164
481, 94, -230, 164
481, 94, -231, 165
481, 94, -231, 165
481, 101, -232, 165
481, 101, -233, 166
481, 101, -234, 167
481, 101, -234, 167
481, 101, -235, 167
481, 101, -236, 168
481, 101, -237, 168
481, 101, -237, 169
481, 101, -238, 169
481, 101, -238, 169
481, 101, -239, 170
481, 937, -241, 171
481, 937, -242, 171
481, 802, -242, 172
481, 802, -243, 172
481, 802, -244, 173
481, 802, -244, 173
481, 947, -245, 174
481, 947, -246, 174
481, 947, -246, 175
481, 947, -247, 175
481, 947, -248, 175
959, 947, -248, 176
959, 947, -249, 176
959, 947, -250, 176
959, 947, -250, 177
959, 947, -251, 177
959, 947, -251, 177
959, 947, -252, 178
959, 101, -253, 178
959, 101, -253, 179
113, 101, -254, 179
113, 101, -255, 180
113, 101, -255, 180
113, 101, -256, 180
113, 101, -256, 181
113, 101, -257, 181
112, 101, -258, 181
112, 101, -258, 182
112, 101, -259, 182
112, 103, -260, 183
112, 103, -260, 183
112, 103, -261, 183
109, 103, -262, 184
109, 103, -262, 184
103, 103, -263, 185
103, 103, -264, 185
103, 103, -264, 185
103, 103, -265, 186
103, 103, -266, 186
