L, R, motor_r, motor_l
626, 326, 0, 0
626, 326, 0, 0
626, 326, 0, 0
626, 326, 0, 1
626, 326, -1, 1
626, 326, -1, 1
626, 326, -1, 2
626, 326, -2, 2
626, 321, -3, 3
626, 321, -3, 4
626, 321, -4, 4
626, 429, -5, 5
626, 429, -6, 6
626, 429, -7, 7
626, 429, -7, 7
626, 326, -8, 8
626, 326, -9, 9
626, 326, -11, 10
626, 326, -11, 10
626, 326, -12, 11
626, 326, -13, 11
626, 326, -13, 12
626, 326, -14, 12
626, 326, -15, 13
626, 326, -15, 13
626, 326, -16, 14
626, 326, -17, 14
626, 326, -18, 15
635, 326, -18, 15
635, 326, -19, 16
635, 326, -19, 16
401, 326, -20, 17
401, 326, -21, 17
401, 326, -21, 17
607, 326, -22, 18
607, 326, -23, 18
607, 326, -23, 19
632, 326, -24, 19
632, 326, -25, 19
632, 326, -25, 20
626, 326, -26, 20
626, 326, -27, 20
626, 326, -27, 21
626, 326, -28, 21
626, 326, -29, 21
626, 326, -29, 22
626, 326, -30, 22
626, 326, -30, 23
626, 326, -31, 23
626, 326, -32, 23
626, 326, -32, 24
626, 326, -33, 24
626, 326, -33, 25
626, 326, -34, 25
626, 326, -35, 25
626, 326, -35, 26
626, 326, -36, 26
626, 326, -37, 26
626, 326, -37, 27
689, 326, -38, 27
689, 326, -38, 27
689, 326, -39, 27
689, 326, -40, 28
689, 326, -40, 28
525, 326, -41, 28
525, 326, -42, 29
348, 326, -42, 29
348, 326, -43, 30
326, 326, -44, 30
326, 326, -45, 30
326, 326, -46, 31
326, 326, -46, 31
326, 326, -47, 31
326, 326, -48, 32
326, 326, -48, 32
326, 326, -49, 32
326, 326, -50, 33
326, 326, -50, 33
616, 326, -51, 33
616, 326, -52, 34
616, 326, -53, 34
616, 326, -54, 35
616, 326, -54, 35
603, 326, -55, 35
603, 326, -56, 36
603, 326, -57, 36
607, 326, -57, 36
607, 326, -58, 36
607, 326, -59, 37
609, 326, -59, 37
609, 326, -60, 37
609, 326, -61, 37
