rgb_left, rgb_right
(46, 30, 8), (43, 27, 4)
(47, 31, 9), (44, 28, 5)
(48, 32, 9), (45, 28, 4)
(48, 31, 8), (45, 28, 4)
(46, 30, 8), (43, 27, 4)
(43, 28, 7), (40, 25, 4)
(42, 28, 7), (40, 25, 3)
(44, 29, 8), (42, 26, 4)
(45, 30, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 30, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(43, 29, 7), (41, 26, 3)
(44, 29, 8), (41, 26, 4)
(44, 29, 7), (42, 26, 4)
(44, 29, 8), (41, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (41, 26, 4)
(44, 29, 7), (41, 26, 4)
(44, 29, 7), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (41, 26, 4)
(44, 29, 8), (41, 26, 4)
(44, 30, 8), (42, 26, 4)
(45, 30, 8), (42, 26, 4)
(45, 30, 8), (43, 27, 4)
(44, 30, 8), (42, 26, 4)
(44, 29, 8), (41, 26, 4)
(45, 30, 8), (42, 26, 3)
(45, 30, 8), (42, 27, 4)
(45, 30, 8), (42, 26, 4)
(45, 30, 8), (42, 26, 4)
(45, 30, 8), (43, 27, 4)
(45, 30, 8), (42, 26, 4)
(46, 30, 9), (43, 27, 4)
(47, 31, 8), (44, 28, 4)
(46, 31, 8), (44, 28, 4)
(46, 31, 8), (44, 28, 4)
(45, 30, 8), (43, 27, 4)
(44, 29, 8), (43, 27, 4)
(44, 30, 8), (43, 27, 4)
(46, 30, 8), (45, 28, 5)
(45, 30, 8), (46, 29, 5)
(46, 30, 8), (46, 29, 5)
(46, 30, 8), (45, 28, 4)
(45, 30, 8), (44, 28, 4)
(45, 30, 8), (45, 28, 5)
(45, 30, 8), (45, 28, 4)
(45, 30, 8), (44, 28, 4)
(44, 30, 8), (44, 28, 4)
(45, 30, 8), (45, 28, 5)
(45, 30, 8), (45, 28, 4)
(46, 30, 8), (45, 28, 4)
(46, 31, 9), (46, 29, 5)
(46, 30, 9), (46, 29, 5)
(46, 30, 8), (46, 29, 5)
(45, 30, 8), (44, 28, 5)
(45, 30, 8), (45, 28, 4)
(45, 30, 8), (44, 28, 4)
(45, 30, 8), (45, 28, 4)
(46, 30, 8), (44, 28, 4)
(46, 30, 8), (44, 28, 4)
(45, 30, 8), (43, 27, 4)
(44, 29, 8), (43, 27, 4)
(44, 29, 8), (43, 26, 3)
(44, 29, 8), (42, 26, 4)
(42, 28, 7), (41, 26, 4)
(41, 27, 7), (39, 24, 3)
(41, 27, 7), (39, 24, 3)
(41, 28, 7), (40, 25, 3)
(41, 27, 7), (40, 25, 3)
(41, 28, 7), (40, 25, 3)
(41, 27, 7), (39, 25, 3)
(42, 28, 7), (39, 24, 3)
(42, 28, 7), (40, 25, 3)
(42, 28, 7), (40, 25, 3)
(41, 27, 7), (39, 25, 3)
(43, 28, 8), (40, 25, 3)
(43, 28, 7), (41, 26, 3)
(43, 28, 8), (40, 25, 4)
(43, 28, 8), (40, 25, 4)
(43, 29, 7), (41, 25, 3)
(46, 30, 8), (43, 27, 4)
(47, 31, 9), (45, 28, 4)
(46, 30, 8), (44, 28, 4)
(45, 30, 8), (43, 27, 5)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (43, 27, 4)
(44, 29, 8), (42, 26, 4)
(44, 29, 8), (42, 26, 4)
(42, 28, 7), (42, 26, 4)
(43, 29, 8), (42, 26, 4)
