L, R, motor_r, motor_l
326, 326, 0, 0
326, 326, 0, 0
326, 326, 0, 0
326, 326, -1, 1
326, 326, -1, 1
326, 326, -1, 1
326, 326, -2, 2
326, 326, -3, 3
326, 326, -3, 3
326, 326, -5, 5
326, 326, -6, 6
326, 326, -7, 6
326, 326, -8, 7
326, 326, -9, 7
326, 326, -10, 8
326, 326, -10, 9
326, 326, -11, 9
326, 542, -12, 10
326, 542, -12, 10
326, 542, -13, 10
326, 326, -14, 11
326, 326, -14, 11
326, 326, -15, 12
326, 326, -15, 12
336, 527, -16, 13
336, 527, -17, 13
336, 519, -17, 13
336, 519, -18, 14
336, 519, -19, 14
336, 519, -19, 15
336, 518, -20, 15
336, 518, -21, 16
336, 518, -21, 16
336, 518, -22, 17
336, 518, -22, 17
336, 518, -23, 17
336, 518, -24, 18
336, 518, -24, 18
336, 518, -25, 19
336, 518, -25, 19
336, 518, -26, 19
336, 532, -27, 20
336, 532, -27, 20
336, 532, -28, 20
336, 481, -29, 21
336, 481, -29, 21
336, 481, -30, 21
336, 481, -30, 22
336, 490, -31, 22
336, 490, -32, 23
510, 490, -32, 23
510, 469, -33, 23
510, 469, -34, 24
511, 469, -34, 24
511, 469, -35, 25
511, 469, -36, 25
511, 469, -36, 25
511, 469, -37, 26
511, 469, -38, 26
509, 469, -38, 27
509, 474, -39, 27
509, 474, -40, 28
504, 474, -41, 28
504, 474, -41, 29
504, 473, -42, 29
509, 473, -43, 29
509, 473, -44, 30
509, 473, -45, 30
509, 473, -45, 31
509, 473, -46, 31
509, 473, -46, 31
515, 473, -47, 32
515, 483, -48, 32
515, 483, -48, 33
515, 483, -49, 33
515, 483, -50, 33
515, 483, -50, 34
519, 483, -51, 34
519, 483, -52, 35
519, 483, -52, 35
519, 483, -53, 35
519, 483, -54, 36
519, 525, -54, 36
519, 525, -55, 37
519, 525, -56, 37
519, 525, -56, 37
519, 510, -57, 38
519, 510, -57, 38
519, 510, -58, 39
519, 500, -60, 40
