L, R, motor_r, motor_l
326, 321, 0, 0
326, 321, 0, 0
326, 321, -1, 0
326, 321, -1, 0
326, 321, -1, 1
326, 321, -2, 1
326, 321, -2, 1
326, 321, -3, 2
326, 321, -4, 3
326, 321, -5, 3
326, 321, -6, 4
326, 321, -7, 4
326, 321, -8, 5
326, 321, -8, 5
321, 321, -9, 6
321, 321, -10, 6
321, 321, -11, 7
321, 321, -12, 7
321, 321, -13, 8
321, 321, -13, 8
321, 321, -14, 9
321, 328, -15, 9
321, 328, -16, 10
321, 328, -16, 10
321, 330, -17, 11
321, 330, -18, 12
321, 330, -19, 12
321, 330, -20, 13
321, 330, -20, 13
321, 330, -21, 14
321, 329, -22, 15
321, 329, -24, 15
321, 329, -24, 16
321, 329, -25, 17
321, 329, -26, 17
321, 329, -27, 18
321, 334, -28, 18
321, 334, -29, 19
324, 334, -30, 19
324, 334, -30, 20
324, 334, -31, 21
321, 334, -32, 21
321, 330, -33, 22
321, 330, -34, 22
321, 330, -35, 23
321, 336, -36, 23
321, 336, -36, 24
321, 336, -37, 25
321, 336, -38, 25
321, 336, -39, 26
321, 336, -40, 26
321, 340, -41, 27
321, 340, -41, 27
321, 340, -42, 28
321, 338, -43, 29
321, 338, -44, 29
321, 338, -45, 30
321, 336, -46, 30
321, 336, -46, 31
321, 336, -47, 31
321, 336, -48, 32
321, 345, -49, 33
321, 345, -50, 33
321, 345, -51, 33
321, 345, -52, 34
321, 345, -53, 35
321, 347, -54, 35
321, 347, -54, 36
321, 347, -55, 36
321, 347, -56, 37
321, 347, -56, 38
321, 347, -57, 38
321, 347, -58, 39
321, 345, -59, 39
321, 345, -60, 40
321, 345, -60, 41
321, 348, -61, 41
321, 348, -62, 42
328, 348, -63, 43
328, 348, -64, 43
328, 348, -65, 44
328, 348, -66, 44
328, 349, -67, 45
328, 349, -67, 45
321, 353, -69, 46
321, 353, -69, 47
321, 353, -70, 47
328, 353, -71, 48
328, 355, -72, 48
328, 355, -72, 49
328, 355, -73, 49
330, 355, -74, 50
330, 355, -75, 51
334, 355, -76, 51
334, 361, -77, 52
334, 361, -77, 53
334, 361, -78, 53
334, 364, -79, 54
334, 364, -80, 54
334, 364, -81, 55
334, 364, -82, 55
334, 364, -82, 56
334, 364, -83, 57
336, 361, -84, 57
336, 361, -85, 58
336, 361, -86, 58
336, 366, -87, 59
336, 366, -88, 60
336, 366, -88, 60
336, 365, -89, 61
336, 365, -90, 62
336, 365, -91, 62
336, 374, -92, 64
336, 374, -94, 64
336, 374, -95, 65
336, 374, -96, 66
340, 374, -97, 66
340, 374, -98, 67
340, 372, -98, 67
340, 372, -100, 68
340, 376, -100, 69
340, 376, -101, 70
347, 376, -102, 70
347, 376, -103, 71
347, 376, -104, 71
340, 376, -105, 72
340, 393, -106, 73
340, 393, -106, 73
340, 393, -107, 74
349, 391, -108, 74
349, 391, -109, 75
349, 391, -110, 75
349, 401, -111, 76
349, 401, -112, 77
349, 401, -113, 77
355, 392, -114, 78
355, 392, -115, 79
357, 408, -116, 79
357, 408, -117, 80
357, 408, -118, 81
357, 408, -119, 81
357, 408, -120, 82
357, 408, -121, 83
362, 408, -122, 83
362, 408, -123, 84
362, 408, -123, 84
357, 408, -124, 85
357, 408, -125, 85
357, 408, -126, 86
570, 418, -127, 87
570, 418, -128, 87
570, 418, -129, 88
376, 460, -130, 89
376, 460, -130, 89
376, 460, -131, 90
376, 411, -132, 90
670, 411, -133, 91
670, 411, -134, 92
670, 433, -135, 92
670, 433, -136, 93
670, 433, -136, 93
670, 433, -137, 94
670, 433, -138, 95
670, 433, -139, 95
670, 433, -140, 96
670, 433, -141, 96
670, 433, -142, 97
670, 433, -142, 97
670, 433, -143, 98
670, 708, -144, 99
670, 708, -145, 99
670, 708, -146, 100
670, 365, -147, 101
670, 365, -148, 101
670, 365, -148, 102
622, 412, -150, 102
622, 412, -150, 103
622, 412, -151, 103
455, 428, -152, 104
455, 428, -153, 105
455, 428, -154, 105
455, 617, -154, 106
455, 617, -155, 106
456, 617, -156, 107
609, 572, -158, 108
609, 572, -158, 108
609, 572, -159, 109
609, 572, -160, 109
622, 406, -161, 110
622, 406, -162, 111
448, 439, -163, 112
448, 439, -164, 112
448, 439, -165, 113
448, 437, -166, 113
448, 437, -166, 114
448, 437, -167, 114
428, 437, -168, 115
428, 666, -169, 116
428, 666, -170, 116
428, 666, -170, 117
598, 418, -171, 117
598, 418, -172, 118
598, 418, -173, 118
462, 427, -174, 119
462, 427, -175, 119
462, 427, -176, 120
559, 446, -176, 121
559, 446, -177, 121
559, 446, -178, 122
559, 624, -179, 122
402, 624, -180, 123
402, 624, -180, 123
553, 437, -181, 124
553, 437, -182, 124
553, 437, -183, 125
553, 437, -184, 125
391, 605, -185, 126
391, 605, -186, 127
391, 605, -186, 127
427, 590, -187, 128
427, 590, -188, 128
427, 590, -189, 129
427, 326, -190, 129
573, 326, -191, 130
573, 326, -192, 130
448, 326, -193, 131
448, 326, -194, 131
448, 326, -194, 132
439, 326, -195, 132
439, 326, -196, 133
439, 326, -197, 133
439, 326, -198, 134
668, 326, -198, 135
668, 326, -199, 135
668, 326, -200, 135
668, 326, -201, 136
411, 326, -202, 137
411, 326, -202, 137
542, 326, -203, 137
542, 326, -204, 138
542, 326, -205, 138
542, 326, -206, 139
581, 326, -206, 139
581, 326, -208, 140
326, 326, -209, 141
326, 326, -210, 141
326, 326, -210, 142
544, 326, -211, 142
544, 326, -212, 143
544, 326, -214, 144
544, 326, -215, 145
544, 326, -216, 145
544, 326, -217, 146
544, 326, -217, 146
544, 326, -218, 147
544, 170, -219, 147
544, 170, -220, 148
544, 170, -220, 148
544, 28, -221, 149
544, 28, -222, 149
544, 28, -223, 150
532, 28, -224, 151
532, 28, -225, 151
590, 28, -226, 152
590, 28, -227, 152
590, 28, -227, 153
321, 28, -228, 153
321, 28, -229, 154
321, 28, -230, 154
321, 28, -231, 155
443, 28, -231, 155
443, 28, -232, 156
443, 28, -233, 156
443, 28, -234, 157
443, 28, -235, 157
443, 28, -235, 158
443, 28, -236, 158
443, 28, -237, 159
443, 28, -238, 159
443, 28, -239, 160
443, 28, -239, 160
443, 28, -240, 161
443, 154, -241, 161
443, 154, -242, 162
443, 154, -242, 162
443, 154, -243, 163
443, 154, -244, 163
443, 154, -245, 164
204, 156, -246, 164
204, 156, -246, 165
203, 156, -247, 165
203, 149, -248, 166
203, 149, -249, 167
204, 149, -250, 167
204, 149, -251, 168
197, 149, -252, 168
197, 156, -253, 169
197, 156, -253, 169
197, 156, -254, 170
197, 156, -255, 171
197, 156, -256, 171
197, 156, -257, 172
197, 156, -257, 172
197, 158, -258, 172
197, 158, -259, 173
197, 130, -260, 173
197, 130, -261, 174
197, 130, -262, 175
197, 162, -262, 175
197, 162, -263, 175
197, 162, -264, 176
30, 158, -265, 176
30, 158, -266, 177
30, 158, -266, 177
30, 149, -267, 178
166, 149, -268, 179
166, 149, -269, 179
179, 162, -270, 180
179, 162, -270, 180
179, 162, -271, 181
166, 164, -272, 181
166, 164, -273, 182
166, 164, -274, 183
156, 157, -275, 183
156, 157, -275, 183
156, 157, -276, 184
149, 158, -277, 185
149, 158, -278, 185
149, 158, -279, 186
149, 158, -280, 186
149, 158, -280, 187
149, 158, -281, 187
143, 162, -282, 188
143, 162, -283, 188
143, 162, -284, 189
139, 162, -284, 189
139, 162, -285, 190
139, 162, -286, 190
139, 162, -287, 191
135, 164, -288, 191
135, 164, -288, 192
135, 164, -289, 192
137, 164, -290, 193
137, 164, -291, 193
128, 157, -292, 194
128, 157, -292, 194
128, 157, -293, 195
128, 166, -294, 195
128, 166, -296, 196
128, 166, -296, 197
121, 166, -297, 197
121, 166, -298, 198
121, 166, -299, 198
120, 166, -300, 199
120, 166, -300, 199
113, 166, -301, 200
113, 166, -302, 200
113, 166, -303, 201
113, 166, -304, 201
113, 166, -304, 202
113, 166, -305, 202
112, 166, -306, 203
112, 166, -307, 203
112, 166, -308, 204
162, 67, -308, 204
162, 67, -309, 205
162, 67, -310, 205
162, 175, -311, 206
114, 175, -312, 207
114, 175, -312, 207
162, 77, -313, 208
162, 77, -314, 208
162, 77, -315, 209
101, 174, -316, 209
101, 174, -316, 210
101, 174, -317, 210
166, 174, -318, 211
166, 174, -319, 211
166, 174, -319, 212
166, 174, -320, 212
166, 174, -321, 213
166, 174, -322, 214
175, 174, -323, 214
175, 174, -323, 215
175, 174, -324, 215
175, 174, -325, 216
175, 174, -326, 216
181, 174, -328, 218
181, 174, -329, 219
181, 174, -330, 219
181, 174, -330, 220
