L, R
322, 296
322, 296
322, 296
338, 302
338, 302
338, 302
338, 302
338, 302
338, 302
320, 321
320, 321
320, 321
303, 308
303, 308
303, 308
303, 308
303, 308
303, 308
321, 290
321, 290
321, 290
321, 290
321, 290
460, 294
460, 294
460, 294
460, 294
460, 294
460, 294
460, 289
321, 289
321, 289
321, 289
321, 289
321, 289
321, 296
321, 296
321, 296
321, 296
321, 296
321, 297
321, 297
321, 297
321, 297
321, 297
321, 322
321, 322
321, 322
321, 322
321, 322
321, 322
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 321
321, 321
321, 321
321, 321
321, 321
321, 321
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 722
321, 722
321, 722
321, 722
321, 722
321, 722
321, 380
321, 380
321, 380
321, 380
321, 380
321, 380
1378, 380
1378, 380
1378, 380
1378, 380
1378, 380
1378, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
861, 380
143, 380
143, 380
143, 380
143, 380
143, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
139, 380
135, 380
135, 380
135, 380
135, 380
135, 380
137, 380
137, 380
137, 380
137, 380
137, 380
137, 380
137, 380
137, 380
137, 380
137, 135
137, 135
137, 135
137, 135
137, 135
137, 135
137, 131
137, 131
139, 131
139, 131
139, 131
139, 131
139, 130
139, 130
139, 130
139, 130
139, 130
139, 128
139, 128
139, 128
139, 128
139, 128
139, 128
139, 130
139, 130
139, 130
138, 130
138, 130
138, 137
138, 137
138, 137
138, 137
138, 137
138, 137
138, 138
138, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
143, 138
149, 138
149, 138
149, 138
149, 138
149, 138
149, 138
149, 138
149, 138
149, 139
149, 139
149, 139
156, 139
156, 139
156, 139
156, 143
156, 143
158, 143
158, 143
158, 143
158, 143
158, 154
158, 154
162, 154
162, 154
162, 154
162, 154
162, 154
166, 154
166, 154
166, 154
166, 154
166, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 154
175, 138
175, 138
175, 138
175, 138
175, 138
175, 138
175, 138
175, 138
175, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
138, 138
336, 138
336, 138
336, 138
336, 138
336, 138
336, 138
326, 138
326, 138
326, 138
326, 138
326, 138
243, 138
243, 190
243, 190
243, 190
243, 190
243, 190
243, 209
243, 209
243, 209
243, 209
243, 209
243, 209
286, 205
286, 205
286, 205
286, 205
286, 205
286, 329
321, 329
321, 329
321, 329
321, 329
321, 329
321, 329
321, 329
321, 329
321, 329
321, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 329
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 326
326, 255
326, 255
326, 255
326, 255
326, 255
326, 255
326, 251
326, 251
326, 251
326, 251
326, 251
326, 251
326, 286
326, 286
326, 286
326, 286
326, 286
326, 286
326, 326
326, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
1748, 326
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 364
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 911
321, 603
321, 603
321, 603
321, 603
321, 603
321, 603
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 605
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 1238
321, 681
321, 681
321, 681
321, 681
321, 681
321, 681
321, 578
321, 578
321, 578
321, 578
321, 578
321, 578
321, 578
726, 677
726, 677
726, 677
726, 677
726, 677
726, 677
726, 597
726, 597
726, 597
726, 597
726, 597
726, 597
726, 597
726, 643
726, 643
726, 643
726, 643
726, 643
726, 641
726, 641
726, 641
726, 641
726, 641
726, 641
726, 641
726, 639
726, 639
883, 639
883, 639
883, 639
883, 639
883, 633
883, 633
883, 633
883, 633
883, 633
883, 633
883, 626
883, 626
481, 626
481, 626
481, 626
481, 626
481, 630
480, 630
480, 630
480, 630
480, 630
480, 630
480, 626
480, 626
483, 626
483, 626
483, 626
483, 626
483, 626
483, 626
474, 626
474, 626
474, 626
474, 626
474, 626
474, 626
483, 626
483, 626
483, 626
483, 630
483, 630
483, 630
483, 630
483, 630
483, 630
483, 635
483, 635
483, 635
483, 635
483, 635
483, 635
483, 635
483, 651
483, 651
483, 651
483, 651
483, 651
483, 651
483, 660
483, 660
483, 660
483, 660
483, 660
483, 660
483, 609
483, 609
483, 609
483, 609
483, 609
483, 609
483, 626
483, 626
483, 626
483, 626
483, 626
483, 626
483, 626
483, 518
483, 518
483, 518
483, 518
483, 518
483, 518
483, 618
483, 618
483, 618
483, 618
483, 618
483, 618
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 639
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 826
483, 864
483, 864
483, 864
483, 864
483, 864
869, 864
869, 864
869, 864
869, 864
869, 864
869, 864
869, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 864
784, 213
784, 213
784, 213
784, 213
784, 213
784, 213
784, 213
784, 57
784, 57
1466, 57
1466, 57
1466, 57
1466, 57
1466, 179
1466, 179
1466, 179
1466, 179
1466, 179
2550, 185
2550, 185
2550, 185
2550, 185
2550, 185
2550, 49
2550, 49
2550, 49
1517, 49
1517, 49
1517, 49
1517, 49
1517, 49
1517, 49
1678, 49
1678, 49
1678, 49
1678, 49
1678, 49
1678, 49
986, 49
986, 49
986, 49
986, 49
986, 49
986, 49
986, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 49
977, 757
977, 757
977, 757
977, 757
977, 757
977, 757
20, 757
20, 757
20, 757
20, 757
122, 757
122, 757
122, 757
122, 757
122, 757
122, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
126, 757
109, 757
109, 757
109, 757
109, 757
109, 757
118, 757
118, 757
118, 757
118, 757
118, 757
114, 130
114, 130
114, 130
114, 130
114, 130
109, 126
109, 126
109, 126
109, 126
109, 126
109, 126
114, 122
114, 122
114, 122
114, 122
114, 122
109, 122
109, 135
109, 135
109, 135
109, 135
109, 135
109, 130
109, 130
109, 130
109, 130
109, 130
112, 130
112, 120
112, 120
112, 120
112, 120
112, 120
113, 114
113, 114
113, 114
113, 114
113, 114
120, 114
120, 118
120, 118
120, 118
120, 118
120, 118
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
122, 113
128, 113
128, 113
128, 113
128, 113
128, 113
128, 113
138, 113
138, 113
138, 113
138, 113
138, 113
138, 114
138, 114
138, 114
138, 114
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 109
138, 114
138, 114
138, 114
138, 114
138, 114
138, 114
138, 18
138, 18
138, 18
138, 18
138, 18
138, 107
138, 107
138, 107
138, 107
138, 107
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 112
138, 120
138, 120
138, 120
138, 120
138, 120
138, 120
138, 130
138, 130
138, 130
138, 130
138, 130
138, 130
138, 130
138, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 130
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1244, 112
1060, 112
1060, 112
1060, 112
1060, 118
1060, 118
1060, 118
1060, 118
1060, 118
1265, 118
1265, 122
1265, 122
1265, 122
1265, 122
1271, 122
1271, 122
1282, 122
1282, 122
1282, 970
1282, 970
1282, 970
1282, 970
1282, 970
2146, 970
2146, 970
2146, 970
2146, 970
2146, 2550
2146, 2550
2146, 2550
2146, 2550
2550, 2550
2550, 2550
2550, 2550
2550, 2550
2550, 2550
2550, 2550
2550, 2550
2550, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2170, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
2193, 2550
464, 2550
464, 2550
464, 2550
464, 2550
464, 2550
464, 2550
473, 2550
473, 2550
473, 2550
473, 2550
473, 2550
473, 2550
473, 523
475, 523
475, 523
475, 523
475, 523
475, 523
475, 523
471, 492
471, 492
471, 492
471, 492
471, 492
471, 492
473, 321
473, 321
473, 321
473, 321
473, 321
473, 321
469, 474
469, 474
469, 474
469, 474
469, 474
469, 605
469, 605
456, 605
456, 605
456, 605
460, 321
460, 321
460, 321
460, 321
460, 321
460, 321
455, 321
455, 321
455, 321
455, 321
455, 321
455, 321
454, 321
454, 321
454, 321
454, 321
454, 321
454, 321
454, 321
454, 326
454, 326
454, 326
454, 326
454, 326
454, 326
454, 326
454, 326
454, 326
454, 326
447, 330
447, 330
447, 330
447, 330
447, 330
447, 330
447, 340
447, 340
447, 340
447, 340
447, 340
447, 340
454, 345
454, 345
454, 345
454, 345
454, 345
454, 345
446, 340
446, 340
446, 340
446, 340
446, 340
446, 340
454, 347
454, 347
454, 347
454, 347
454, 347
447, 329
447, 329
447, 329
447, 329
447, 329
447, 329
448, 345
448, 345
448, 345
448, 345
448, 345
448, 345
448, 345
448, 345
452, 345
452, 345
452, 345
452, 345
448, 326
448, 326
448, 326
448, 326
448, 326
456, 362
456, 362
456, 362
456, 362
456, 362
456, 362
455, 366
455, 366
455, 366
455, 366
455, 366
455, 366
447, 366
447, 366
447, 357
447, 357
447, 357
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
321, 326
464, 380
464, 380
464, 380
464, 380
464, 380
464, 380
326, 321
326, 321
326, 321
326, 321
326, 321
464, 383
464, 383
464, 383
464, 383
464, 383
464, 383
464, 383
469, 389
469, 389
469, 389
469, 389
469, 389
349, 326
349, 326
349, 326
349, 326
349, 326
349, 326
349, 321
349, 321
349, 321
349, 321
349, 321
349, 321
349, 326
349, 326
357, 326
357, 326
353, 326
353, 326
353, 326
353, 326
353, 326
349, 389
349, 389
349, 389
349, 389
349, 389
349, 389
328, 326
328, 326
328, 326
328, 326
328, 326
328, 326
328, 462
328, 462
328, 462
328, 462
328, 462
509, 326
509, 326
509, 326
509, 326
509, 326
509, 326
509, 454
509, 454
509, 454
509, 454
509, 454
509, 454
509, 462
509, 462
509, 462
509, 462
509, 462
509, 462
509, 464
509, 464
509, 464
509, 464
509, 481
509, 481
509, 481
509, 481
509, 481
509, 481
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 473
509, 487
509, 487
509, 487
509, 487
509, 487
509, 487
509, 487
326, 487
326, 487
326, 487
326, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
321, 487
748, 487
748, 487
748, 393
326, 393
