L, R, motor_r, motor_l
392, 384, 0, 0
392, 384, 0, 0
392, 384, 0, 0
391, 384, 0, 1
391, 382, -1, 1
391, 382, -1, 1
391, 382, -1, 2
391, 384, -2, 2
391, 384, -2, 3
391, 384, -3, 4
391, 384, -4, 5
391, 384, -4, 6
391, 384, -5, 6
391, 383, -6, 7
391, 383, -6, 8
392, 383, -7, 8
392, 384, -8, 9
392, 384, -8, 10
391, 384, -9, 10
391, 384, -10, 11
391, 385, -11, 12
391, 385, -11, 12
391, 385, -12, 13
391, 389, -13, 13
391, 389, -14, 14
391, 389, -14, 14
391, 385, -15, 15
391, 385, -16, 15
393, 385, -16, 16
393, 391, -17, 16
393, 391, -18, 17
393, 391, -19, 17
393, 384, -20, 18
393, 384, -21, 18
389, 384, -21, 19
389, 384, -22, 20
389, 384, -23, 20
389, 384, -24, 21
389, 384, -25, 21
389, 393, -25, 22
393, 393, -26, 22
393, 393, -27, 23
393, 393, -28, 23
393, 393, -29, 24
393, 393, -30, 24
393, 393, -30, 24
389, 393, -31, 25
389, 393, -32, 26
389, 392, -33, 26
393, 392, -34, 27
393, 391, -35, 28
393, 391, -36, 28
393, 391, -37, 28
393, 397, -37, 29
393, 397, -38, 29
393, 397, -39, 30
393, 397, -40, 30
393, 397, -41, 31
393, 397, -41, 31
393, 399, -42, 32
393, 399, -43, 32
393, 399, -44, 32
393, 399, -45, 33
393, 399, -45, 33
393, 399, -46, 34
393, 399, -47, 34
393, 399, -48, 35
393, 399, -49, 35
393, 399, -49, 36
393, 406, -50, 36
393, 406, -51, 37
393, 406, -52, 37
393, 401, -52, 38
393, 401, -53, 38
393, 401, -54, 39
393, 404, -55, 39
393, 404, -55, 40
393, 404, -56, 40
392, 404, -57, 41
392, 404, -58, 41
392, 403, -59, 42
392, 403, -59, 42
392, 403, -60, 43
392, 403, -61, 43
392, 403, -62, 44
392, 410, -63, 44
399, 410, -63, 45
399, 410, -64, 45
399, 412, -65, 46
399, 412, -66, 46
392, 412, -67, 47
392, 412, -68, 48
392, 412, -69, 48
392, 411, -70, 49
392, 411, -71, 49
399, 411, -71, 50
399, 420, -72, 51
399, 420, -73, 51
399, 420, -74, 52
399, 420, -75, 52
399, 420, -78, 54
399, 420, -78, 54
399, 420, -79, 55
