L, R, motor_r, motor_l
326, 622, 0, 0
326, 622, 0, 0
326, 622, 0, 0
326, 622, -1, 1
326, 622, -1, 1
326, 622, -2, 1
326, 622, -3, 2
326, 622, -3, 3
326, 622, -4, 3
326, 622, -4, 4
326, 622, -5, 5
326, 622, -6, 6
326, 622, -7, 7
326, 622, -7, 7
326, 622, -8, 8
326, 622, -9, 9
326, 622, -9, 9
326, 622, -11, 10
326, 622, -12, 11
326, 622, -12, 11
326, 622, -14, 12
326, 588, -14, 13
326, 588, -15, 13
326, 588, -16, 14
326, 588, -16, 14
326, 588, -17, 15
326, 588, -18, 15
326, 581, -19, 16
326, 581, -20, 16
326, 581, -20, 17
326, 581, -21, 17
326, 581, -21, 18
651, 581, -22, 18
651, 581, -23, 19
651, 581, -24, 19
651, 581, -24, 19
651, 581, -25, 20
651, 607, -26, 21
651, 607, -26, 21
651, 607, -27, 21
651, 607, -29, 22
651, 607, -29, 22
651, 607, -30, 23
651, 607, -31, 23
651, 607, -32, 24
651, 607, -32, 24
651, 607, -33, 24
651, 607, -34, 25
651, 607, -34, 25
651, 607, -35, 26
651, 607, -36, 26
651, 607, -37, 27
651, 607, -38, 27
651, 607, -38, 27
651, 607, -39, 28
651, 607, -40, 28
651, 607, -40, 29
651, 607, -41, 29
651, 607, -42, 29
651, 607, -42, 30
651, 607, -43, 30
651, 607, -44, 31
651, 607, -45, 31
651, 607, -46, 32
651, 607, -47, 32
651, 607, -47, 32
651, 607, -48, 33
651, 607, -48, 33
651, 607, -49, 33
651, 607, -50, 34
651, 607, -51, 34
590, 607, -52, 35
590, 607, -53, 35
590, 607, -54, 36
590, 645, -55, 36
590, 645, -56, 37
590, 645, -56, 37
590, 645, -57, 37
590, 645, -57, 37
651, 645, -58, 38
651, 645, -59, 38
651, 645, -60, 38
651, 645, -60, 39
651, 635, -61, 39
651, 635, -62, 39
651, 635, -63, 40
651, 635, -64, 40
651, 635, -64, 40
651, 635, -65, 41
641, 635, -65, 41
641, 635, -66, 41
641, 635, -67, 42
641, 635, -68, 42
649, 635, -68, 42
649, 635, -69, 43
658, 635, -70, 43
658, 635, -70, 44
658, 635, -71, 44
353, 635, -72, 45
353, 635, -72, 45
353, 456, -73, 45
374, 456, -74, 46
374, 456, -74, 46
374, 456, -75, 46
380, 677, -76, 47
380, 677, -76, 47
380, 677, -77, 47
697, 605, -78, 48
697, 605, -79, 48
534, 680, -80, 49
534, 680, -80, 49
534, 680, -81, 49
662, 710, -81, 49
662, 710, -82, 50
662, 710, -83, 50
662, 710, -83, 51
641, 710, -84, 51
641, 710, -85, 51
641, 710, -85, 52
641, 710, -86, 52
641, 710, -87, 52
641, 710, -87, 53
641, 710, -88, 53
641, 710, -88, 53
641, 321, -89, 53
641, 321, -89, 54
641, 321, -90, 54
641, 321, -91, 54
345, 321, -91, 55
345, 321, -92, 55
345, 321, -92, 55
345, 321, -93, 56
345, 321, -94, 56
345, 321, -94, 56
345, 321, -95, 57
345, 321, -96, 57
345, 498, -96, 58
345, 498, -97, 58
345, 498, -98, 59
483, 698, -98, 59
483, 698, -99, 59
483, 698, -100, 60
483, 698, -100, 60
630, 590, -101, 60
630, 590, -101, 61
630, 590, -102, 61
609, 580, -103, 61
609, 580, -103, 62
609, 580, -104, 62
590, 580, -105, 63
590, 580, -105, 63
590, 580, -106, 63
590, 580, -107, 64
590, 580, -107, 65
590, 580, -108, 65
590, 580, -108, 65
590, 580, -109, 66
590, 580, -110, 66
590, 580, -110, 67
590, 580, -111, 67
590, 580, -112, 68
590, 580, -112, 68
590, 536, -113, 69
590, 536, -114, 69
590, 661, -114, 69
590, 661, -115, 70
590, 661, -116, 70
590, 689, -117, 71
590, 689, -117, 71
590, 689, -118, 71
590, 689, -118, 72
590, 689, -119, 72
590, 689, -120, 73
590, 689, -120, 73
590, 689, -121, 74
590, 689, -122, 74
590, 689, -122, 75
590, 689, -123, 75
590, 689, -124, 75
590, 578, -124, 76
590, 578, -125, 76
590, 578, -126, 77
590, 570, -126, 77
590, 570, -127, 78
590, 570, -128, 78
590, 572, -128, 79
590, 572, -129, 79
590, 572, -130, 80
590, 567, -130, 80
590, 567, -131, 81
590, 567, -132, 81
590, 567, -132, 81
590, 572, -133, 82
590, 572, -134, 82
590, 572, -134, 83
590, 578, -135, 83
590, 578, -136, 84
590, 578, -136, 84
590, 574, -137, 85
590, 574, -137, 85
590, 574, -138, 86
590, 574, -139, 86
590, 574, -139, 87
590, 574, -140, 87
590, 574, -140, 87
590, 573, -142, 89
590, 576, -143, 89
590, 576, -144, 90
590, 576, -144, 90
590, 576, -145, 91
590, 582, -145, 91
590, 582, -146, 91
590, 582, -147, 92
590, 586, -148, 92
590, 586, -149, 93
590, 590, -149, 93
590, 590, -150, 94
590, 590, -150, 94
590, 590, -151, 95
590, 590, -152, 95
590, 590, -152, 96
590, 590, -153, 96
590, 590, -154, 97
590, 590, -154, 97
590, 590, -155, 97
590, 590, -156, 98
590, 590, -156, 98
590, 590, -157, 99
590, 590, -157, 99
590, 590, -158, 100
590, 689, -159, 100
590, 689, -159, 101
590, 689, -160, 101
590, 689, -160, 101
590, 689, -161, 102
590, 689, -161, 102
590, 689, -162, 103
590, 689, -163, 103
590, 689, -163, 104
590, 689, -164, 104
590, 689, -165, 105
590, 689, -166, 105
590, 689, -166, 106
590, 689, -167, 106
590, 689, -167, 107
590, 689, -168, 107
590, 689, -169, 108
590, 689, -170, 109
590, 689, -171, 109
590, 689, -172, 110
590, 689, -173, 110
590, 689, -174, 111
590, 689, -175, 112
590, 689, -175, 112
590, 689, -176, 113
590, 689, -177, 113
590, 689, -178, 114
590, 689, -179, 114
590, 689, -179, 115
590, 689, -180, 115
590, 689, -181, 116
590, 689, -182, 117
590, 689, -183, 117
590, 689, -184, 118
590, 689, -184, 119
590, 689, -185, 119
590, 689, -186, 120
590, 689, -187, 120
590, 689, -187, 121
590, 689, -188, 121
590, 689, -189, 122
590, 689, -189, 122
590, 689, -190, 123
590, 689, -191, 123
590, 689, -192, 123
590, 689, -192, 124
590, 689, -193, 125
590, 689, -193, 125
590, 689, -194, 125
590, 689, -195, 126
590, 689, -195, 126
590, 689, -196, 127
590, 689, -197, 127
590, 978, -197, 128
590, 978, -198, 128
590, 978, -199, 129
590, 978, -200, 129
590, 978, -200, 129
590, 978, -201, 130
590, 978, -202, 130
590, 978, -202, 131
590, 978, -203, 131
590, 978, -203, 132
590, 978, -204, 132
590, 978, -205, 133
590, 978, -205, 133
