L, R, motor_r, motor_l
328, 324, 0, 0
328, 324, 0, 0
328, 324, 0, 0
328, 324, -1, 0
321, 321, -1, 0
321, 321, -2, 1
321, 321, -2, 1
321, 321, -3, 1
321, 321, -4, 2
321, 321, -4, 2
320, 321, -5, 3
320, 321, -6, 3
320, 321, -7, 4
303, 321, -8, 4
303, 321, -9, 4
303, 321, -10, 5
303, 321, -10, 5
302, 321, -11, 6
302, 321, -12, 6
302, 321, -13, 7
296, 321, -14, 7
296, 321, -14, 8
296, 321, -15, 8
290, 321, -16, 8
290, 321, -16, 9
290, 321, -17, 10
288, 326, -18, 10
288, 326, -19, 11
288, 326, -20, 11
288, 326, -20, 12
288, 326, -21, 12
288, 326, -22, 13
288, 326, -23, 13
281, 329, -24, 14
281, 329, -25, 15
281, 329, -26, 15
326, 212, -26, 16
326, 212, -27, 16
326, 212, -28, 17
326, 329, -29, 17
273, 329, -30, 18
273, 329, -31, 18
326, 229, -32, 19
326, 229, -32, 19
326, 229, -33, 19
263, 326, -34, 20
263, 326, -35, 21
263, 326, -35, 21
326, 239, -37, 22
326, 239, -38, 22
326, 239, -39, 23
257, 329, -40, 24
257, 329, -40, 24
257, 329, -41, 25
326, 329, -42, 25
326, 247, -43, 26
326, 247, -44, 26
247, 334, -45, 27
247, 334, -46, 27
247, 334, -46, 28
326, 259, -47, 28
326, 259, -48, 29
326, 259, -49, 29
241, 329, -50, 30
241, 329, -50, 30
241, 329, -51, 30
241, 273, -52, 31
326, 273, -53, 32
326, 273, -54, 32
235, 341, -55, 32
235, 341, -56, 33
235, 341, -57, 33
235, 341, -57, 34
326, 278, -58, 34
326, 278, -58, 34
326, 278, -59, 35
228, 340, -60, 35
228, 340, -61, 36
228, 340, -61, 36
326, 289, -62, 37
326, 289, -63, 37
326, 289, -64, 38
330, 289, -65, 38
330, 298, -66, 39
330, 298, -66, 39
330, 302, -67, 40
330, 302, -68, 40
330, 302, -69, 41
330, 302, -70, 41
330, 308, -71, 42
330, 308, -71, 42
330, 308, -72, 42
330, 326, -73, 43
330, 326, -73, 43
330, 326, -74, 44
329, 321, -75, 44
329, 321, -76, 45
329, 321, -76, 45
329, 326, -77, 46
329, 326, -78, 46
329, 326, -79, 47
329, 326, -79, 47
329, 326, -80, 48
329, 326, -81, 48
329, 336, -82, 49
329, 336, -83, 49
329, 336, -84, 50
329, 336, -85, 50
329, 336, -86, 51
334, 336, -87, 51
334, 336, -88, 52
338, 340, -88, 52
338, 340, -89, 53
338, 340, -90, 53
338, 348, -91, 54
338, 348, -91, 54
338, 348, -92, 54
338, 348, -93, 55
338, 348, -94, 56
338, 348, -95, 56
338, 399, -95, 57
338, 399, -96, 57
338, 399, -97, 58
336, 399, -98, 58
336, 372, -99, 59
336, 372, -99, 59
336, 372, -100, 60
349, 364, -101, 60
349, 364, -102, 60
364, 365, -104, 62
364, 365, -105, 62
338, 370, -106, 63
338, 370, -107, 63
338, 370, -107, 64
338, 370, -108, 64
357, 376, -109, 65
357, 376, -110, 65
353, 376, -111, 66
353, 376, -112, 66
353, 376, -113, 67
353, 376, -113, 67
336, 383, -114, 68
336, 383, -115, 68
336, 383, -116, 69
334, 385, -117, 69
334, 385, -117, 70
334, 385, -118, 70
334, 391, -119, 71
330, 391, -120, 71
330, 391, -121, 72
329, 384, -122, 72
329, 384, -122, 73
329, 384, -123, 73
329, 393, -124, 74
329, 393, -125, 74
329, 393, -126, 75
329, 393, -126, 75
321, 392, -128, 76
321, 392, -129, 77
328, 404, -130, 77
328, 404, -131, 78
328, 404, -132, 78
326, 404, -132, 79
326, 403, -133, 79
326, 403, -134, 80
330, 408, -135, 80
330, 408, -136, 81
330, 408, -136, 81
328, 491, -137, 82
328, 491, -138, 82
328, 491, -139, 83
328, 491, -140, 83
376, 326, -141, 84
376, 326, -141, 84
376, 326, -142, 84
380, 321, -143, 85
380, 321, -144, 85
380, 321, -145, 86
384, 321, -146, 86
384, 321, -146, 87
384, 321, -147, 87
391, 321, -148, 88
391, 321, -149, 88
391, 321, -150, 89
391, 321, -150, 89
443, 456, -151, 90
443, 456, -152, 90
443, 456, -153, 91
622, 460, -154, 91
622, 460, -154, 92
622, 460, -155, 92
527, 554, -156, 93
527, 554, -157, 93
527, 554, -158, 94
454, 439, -158, 94
454, 439, -159, 95
454, 439, -160, 95
454, 439, -161, 96
677, 418, -161, 96
677, 418, -162, 97
677, 418, -163, 97
677, 391, -164, 98
462, 391, -164, 98
462, 391, -165, 99
609, 375, -166, 99
609, 375, -167, 100
609, 375, -168, 100
460, 433, -169, 101
460, 433, -169, 101
460, 433, -170, 102
460, 433, -171, 102
456, 435, -172, 103
456, 435, -173, 104
483, 452, -174, 104
483, 452, -175, 105
483, 452, -175, 105
326, 452, -176, 106
326, 590, -177, 106
326, 590, -178, 107
447, 488, -179, 108
447, 488, -180, 108
447, 488, -180, 109
447, 488, -181, 109
605, 425, -182, 110
605, 425, -183, 110
605, 425, -184, 111
446, 437, -185, 112
446, 437, -185, 112
446, 437, -186, 113
437, 626, -187, 113
437, 626, -188, 114
437, 626, -189, 114
598, 538, -190, 115
598, 538, -190, 116
598, 538, -191, 116
598, 590, -192, 117
598, 590, -193, 117
598, 590, -194, 118
598, 590, -194, 118
598, 573, -195, 119
598, 573, -196, 120
598, 573, -197, 120
597, 340, -198, 121
597, 340, -199, 121
597, 340, -200, 122
418, 340, -201, 123
418, 340, -202, 123
418, 321, -203, 124
401, 321, -203, 124
401, 321, -204, 125
401, 321, -205, 126
385, 326, -206, 126
385, 326, -207, 127
385, 326, -208, 128
410, 326, -209, 129
410, 326, -210, 129
403, 330, -211, 130
403, 330, -212, 130
403, 330, -212, 131
384, 326, -213, 132
384, 326, -214, 132
384, 326, -215, 133
393, 326, -216, 133
393, 326, -218, 135
393, 321, -219, 136
393, 321, -220, 136
365, 321, -220, 137
365, 321, -221, 137
365, 326, -222, 138
365, 326, -222, 138
364, 321, -223, 139
364, 321, -224, 140
364, 321, -225, 140
389, 321, -226, 141
389, 321, -227, 142
389, 321, -227, 142
366, 321, -228, 143
366, 321, -229, 143
366, 321, -230, 144
326, 321, -231, 145
326, 321, -231, 145
326, 321, -232, 146
326, 326, -233, 146
326, 326, -234, 147
326, 326, -234, 148
326, 330, -235, 148
326, 330, -236, 149
326, 330, -237, 149
326, 330, -238, 150
326, 330, -238, 151
326, 330, -239, 151
326, 330, -240, 152
326, 330, -241, 153
365, 330, -242, 153
365, 330, -242, 154
357, 330, -243, 154
357, 330, -244, 155
357, 330, -244, 155
357, 330, -245, 156
357, 330, -246, 156
357, 330, -247, 157
357, 330, -248, 158
357, 330, -248, 158
357, 330, -249, 159
357, 330, -250, 159
357, 330, -251, 160
357, 330, -252, 161
357, 330, -252, 161
347, 330, -253, 162
353, 330, -254, 162
353, 330, -255, 163
353, 330, -255, 164
353, 330, -256, 164
340, 330, -257, 165
340, 330, -258, 165
340, 139, -258, 166
338, 139, -259, 167
338, 139, -261, 168
338, 139, -261, 168
338, 139, -262, 169
338, 147, -263, 170
338, 147, -264, 170
336, 147, -265, 171
336, 154, -266, 172
336, 154, -266, 172
329, 154, -267, 173
329, 154, -268, 173
329, 154, -269, 174
336, 154, -270, 175
336, 154, -271, 175
336, 154, -271, 176
336, 154, -272, 176
336, 154, -273, 177
336, 154, -274, 178
336, 154, -274, 178
336, 154, -276, 179
336, 154, -276, 179
336, 149, -277, 180
336, 149, -278, 181
336, 149, -278, 181
336, 149, -279, 182
336, 156, -280, 182
336, 156, -281, 183
321, 156, -282, 184
321, 156, -282, 184
321, 156, -283, 185
