L, R, motor_r, motor_l
464, 748, 0, 0
464, 748, 0, 0
653, 555, -1, 0
653, 555, -1, 1
653, 555, -1, 1
471, 555, -2, 1
471, 555, -2, 2
471, 555, -3, 2
471, 555, -3, 3
609, 555, -4, 3
609, 555, -5, 4
609, 555, -5, 5
643, 597, -6, 5
643, 597, -7, 6
643, 597, -8, 6
454, 348, -8, 7
454, 348, -9, 7
454, 348, -10, 8
443, 336, -10, 8
443, 336, -11, 8
443, 336, -11, 9
443, 353, -12, 9
443, 353, -12, 10
443, 353, -13, 10
437, 365, -14, 10
437, 365, -14, 11
437, 365, -15, 11
437, 365, -15, 12
437, 365, -16, 12
437, 365, -17, 13
437, 365, -17, 13
437, 365, -18, 13
437, 365, -18, 14
437, 365, -19, 14
437, 365, -20, 15
437, 365, -20, 15
437, 365, -21, 16
437, 365, -22, 16
437, 365, -22, 16
437, 365, -23, 17
437, 365, -23, 17
437, 365, -24, 17
437, 365, -24, 18
437, 365, -25, 18
437, 365, -26, 19
437, 365, -26, 19
437, 365, -27, 20
437, 710, -28, 20
437, 710, -28, 20
437, 710, -29, 21
437, 670, -30, 21
437, 670, -30, 22
437, 670, -31, 22
437, 670, -31, 23
437, 736, -32, 23
437, 736, -33, 24
437, 736, -33, 24
437, 736, -34, 24
437, 736, -34, 25
437, 736, -35, 25
609, 736, -36, 26
609, 736, -36, 26
609, 736, -37, 26
597, 736, -38, 27
597, 736, -38, 27
597, 736, -39, 28
578, 736, -39, 28
578, 736, -40, 28
578, 567, -41, 29
569, 567, -41, 29
569, 567, -42, 30
569, 581, -43, 30
574, 581, -43, 31
574, 581, -44, 31
574, 702, -44, 31
574, 702, -45, 32
578, 702, -46, 32
578, 670, -47, 33
578, 670, -47, 33
578, 670, -48, 33
578, 670, -48, 34
578, 603, -49, 34
572, 603, -50, 35
572, 595, -50, 35
572, 595, -51, 35
572, 595, -52, 36
572, 595, -52, 36
572, 598, -53, 37
572, 598, -53, 37
572, 598, -54, 38
576, 729, -56, 39
576, 609, -57, 39
576, 609, -57, 39
576, 609, -58, 40
576, 574, -58, 40
576, 574, -59, 40
576, 574, -60, 41
576, 518, -60, 41
576, 518, -61, 42
576, 518, -61, 42
576, 532, -62, 43
576, 532, -63, 43
576, 532, -64, 44
576, 326, -64, 44
576, 326, -65, 44
576, 326, -65, 45
576, 326, -66, 45
570, 326, -67, 46
570, 326, -67, 46
326, 326, -68, 47
326, 326, -69, 47
326, 326, -69, 48
326, 326, -70, 48
546, 582, -71, 48
546, 582, -71, 49
546, 582, -72, 50
559, 597, -73, 50
559, 597, -73, 50
559, 597, -74, 51
551, 598, -75, 51
551, 598, -75, 52
551, 598, -76, 52
559, 321, -76, 53
559, 321, -77, 53
559, 321, -78, 54
551, 393, -78, 54
551, 393, -79, 54
551, 393, -80, 55
555, 570, -81, 55
555, 570, -81, 56
555, 570, -82, 56
555, 597, -82, 57
649, 597, -83, 57
649, 597, -84, 57
649, 597, -84, 58
563, 559, -85, 58
563, 559, -86, 59
563, 559, -86, 59
563, 559, -87, 60
563, 559, -88, 60
563, 559, -88, 61
563, 559, -89, 61
563, 559, -90, 61
563, 559, -90, 62
563, 563, -91, 62
563, 563, -91, 63
563, 563, -92, 63
563, 563, -93, 64
563, 563, -93, 64
563, 563, -94, 64
563, 563, -95, 65
563, 563, -95, 66
563, 563, -96, 66
563, 563, -97, 67
563, 563, -98, 67
563, 563, -98, 68
563, 563, -99, 68
563, 563, -100, 69
563, 563, -100, 69
563, 563, -101, 70
563, 563, -102, 70
563, 563, -102, 71
563, 563, -103, 71
563, 563, -103, 72
