L, R, motor_r, motor_l
348, 338, 0, 0
348, 338, 0, 0
348, 338, 0, 1
348, 340, -1, 1
355, 340, -1, 1
355, 340, -2, 2
355, 340, -2, 2
355, 340, -3, 2
355, 340, -4, 3
355, 340, -5, 4
355, 340, -6, 4
355, 340, -7, 5
357, 340, -8, 6
357, 340, -9, 6
357, 340, -9, 6
357, 338, -11, 7
357, 338, -11, 7
357, 338, -12, 8
357, 338, -13, 8
357, 338, -14, 9
357, 338, -15, 9
357, 340, -15, 10
353, 340, -16, 10
353, 340, -17, 11
357, 340, -18, 12
357, 340, -19, 12
357, 340, -19, 13
357, 340, -20, 13
357, 340, -21, 14
357, 340, -22, 14
357, 345, -23, 15
357, 345, -24, 16
357, 345, -24, 16
357, 347, -25, 17
357, 347, -26, 17
357, 347, -27, 18
357, 347, -27, 18
357, 347, -28, 19
357, 347, -29, 19
357, 347, -30, 20
357, 345, -31, 20
353, 345, -32, 21
353, 345, -32, 21
353, 345, -33, 22
353, 345, -34, 23
353, 345, -35, 23
353, 349, -36, 24
353, 349, -36, 24
353, 349, -37, 25
353, 348, -38, 25
349, 348, -39, 26
349, 348, -40, 27
349, 348, -41, 27
353, 348, -41, 28
353, 348, -42, 28
353, 353, -43, 29
357, 353, -44, 29
357, 353, -45, 30
357, 353, -46, 31
348, 353, -47, 31
348, 353, -47, 32
348, 353, -48, 32
357, 353, -50, 33
357, 353, -51, 34
357, 353, -51, 34
357, 357, -52, 35
357, 357, -53, 35
357, 355, -54, 36
357, 355, -55, 37
357, 355, -55, 37
357, 357, -56, 38
357, 357, -57, 38
361, 357, -58, 39
361, 361, -58, 39
357, 361, -59, 40
357, 361, -60, 41
357, 361, -61, 41
357, 364, -62, 42
357, 364, -63, 43
357, 364, -63, 43
357, 366, -64, 44
357, 366, -65, 44
357, 366, -66, 45
357, 366, -67, 45
357, 366, -68, 46
357, 366, -69, 46
357, 365, -69, 47
357, 365, -70, 48
357, 365, -71, 48
357, 365, -72, 49
358, 365, -73, 49
358, 365, -74, 50
358, 368, -75, 51
353, 368, -75, 51
353, 368, -76, 52
353, 370, -77, 52
357, 370, -78, 53
357, 370, -78, 53
357, 376, -79, 54
357, 376, -80, 55
357, 376, -81, 55
357, 376, -82, 56
357, 376, -82, 56
357, 376, -83, 57
357, 376, -84, 57
364, 376, -85, 58
364, 376, -86, 59
364, 380, -87, 59
357, 380, -87, 60
357, 380, -88, 60
357, 385, -89, 61
364, 385, -90, 61
364, 385, -91, 62
364, 384, -92, 63
366, 384, -92, 63
366, 384, -94, 64
366, 384, -95, 65
361, 384, -95, 66
361, 384, -96, 66
361, 389, -97, 67
366, 389, -98, 67
366, 389, -99, 68
366, 392, -99, 68
370, 392, -101, 70
365, 391, -103, 70
365, 391, -103, 71
365, 391, -104, 71
365, 401, -105, 72
368, 401, -106, 73
368, 401, -107, 73
368, 400, -108, 74
372, 400, -109, 75
372, 400, -110, 75
372, 401, -111, 76
372, 401, -111, 76
372, 401, -112, 77
372, 410, -113, 77
370, 410, -114, 78
370, 410, -115, 78
370, 408, -116, 79
370, 408, -116, 80
374, 408, -117, 80
374, 408, -118, 81
375, 411, -119, 82
375, 411, -120, 82
375, 433, -121, 83
380, 433, -122, 83
380, 433, -123, 84
380, 412, -123, 84
385, 412, -124, 85
385, 412, -125, 86
385, 411, -126, 86
391, 411, -127, 87
391, 411, -128, 88
391, 411, -129, 88
392, 607, -130, 89
392, 607, -130, 89
392, 607, -131, 90
392, 427, -132, 91
641, 427, -133, 91
641, 427, -134, 92
641, 418, -135, 92
393, 418, -135, 93
393, 418, -136, 93
393, 551, -137, 94
445, 551, -138, 95
445, 551, -139, 95
445, 464, -140, 96
445, 464, -141, 97
445, 464, -142, 97
445, 429, -143, 98
445, 429, -144, 99
445, 429, -144, 99
445, 429, -145, 100
634, 429, -146, 100
634, 429, -147, 101
634, 607, -147, 101
634, 607, -148, 102
630, 607, -149, 103
630, 603, -150, 103
630, 603, -151, 104
630, 603, -151, 105
630, 603, -152, 105
630, 428, -153, 106
630, 428, -154, 106
630, 428, -155, 107
630, 462, -155, 107
630, 462, -156, 108
630, 462, -157, 108
462, 581, -158, 109
462, 581, -159, 109
462, 581, -159, 110
614, 572, -161, 111
614, 572, -161, 111
614, 572, -162, 112
614, 572, -163, 112
447, 590, -163, 113
447, 590, -164, 113
447, 590, -165, 114
618, 408, -166, 114
618, 408, -167, 115
618, 408, -167, 115
590, 420, -168, 116
590, 420, -169, 116
590, 420, -170, 117
590, 420, -170, 117
