L, R, motor_r, motor_l
328, 304, 0, 0
328, 304, 0, 0
328, 304, 0, 0
328, 308, 0, 0
328, 308, -1, 1
328, 308, -1, 1
328, 308, -2, 2
328, 308, -2, 2
328, 308, -3, 3
328, 308, -4, 4
328, 326, -5, 4
328, 326, -5, 5
328, 326, -6, 6
328, 326, -8, 7
328, 326, -9, 8
328, 326, -10, 9
328, 326, -11, 9
328, 326, -11, 10
328, 326, -12, 11
328, 326, -13, 11
328, 326, -14, 12
328, 326, -15, 12
328, 326, -16, 13
328, 326, -16, 13
328, 326, -17, 14
326, 321, -18, 15
326, 321, -19, 15
326, 321, -19, 16
330, 336, -20, 16
330, 336, -21, 17
330, 336, -21, 17
326, 330, -22, 18
326, 330, -23, 19
326, 330, -24, 19
326, 326, -25, 20
326, 326, -25, 20
326, 326, -26, 21
326, 338, -27, 21
321, 338, -28, 22
321, 338, -29, 23
321, 338, -30, 23
321, 340, -30, 24
321, 340, -31, 24
321, 340, -32, 25
322, 328, -33, 25
322, 328, -33, 26
322, 328, -34, 26
322, 334, -35, 27
308, 334, -36, 27
308, 334, -36, 28
308, 340, -37, 29
308, 340, -38, 29
308, 340, -39, 30
303, 345, -40, 30
303, 345, -41, 31
303, 345, -42, 31
297, 340, -42, 32
297, 340, -43, 33
297, 340, -44, 33
297, 340, -45, 33
296, 340, -46, 34
296, 340, -47, 35
296, 340, -47, 35
294, 347, -48, 35
294, 347, -49, 36
294, 347, -50, 36
288, 347, -51, 37
288, 347, -51, 37
288, 347, -52, 38
281, 349, -53, 39
281, 349, -54, 39
281, 349, -55, 40
330, 243, -55, 40
330, 243, -56, 41
330, 243, -57, 41
281, 348, -58, 42
281, 348, -59, 42
281, 348, -60, 43
330, 251, -61, 43
330, 251, -61, 44
330, 251, -62, 44
273, 349, -63, 45
273, 349, -64, 45
273, 349, -64, 46
329, 263, -65, 47
329, 263, -66, 47
329, 263, -67, 47
265, 348, -68, 48
265, 348, -69, 49
265, 348, -69, 49
336, 273, -70, 50
336, 273, -71, 50
336, 273, -72, 51
263, 357, -73, 51
263, 357, -73, 52
263, 357, -74, 53
336, 288, -75, 53
336, 288, -76, 53
336, 288, -77, 54
336, 298, -77, 55
336, 298, -78, 55
336, 298, -79, 55
336, 298, -79, 56
336, 298, -80, 56
336, 308, -81, 57
336, 321, -82, 57
340, 321, -83, 58
340, 321, -83, 59
340, 321, -84, 59
340, 321, -85, 60
340, 321, -86, 60
340, 321, -86, 61
340, 321, -87, 61
340, 321, -88, 62
340, 321, -89, 62
340, 326, -89, 63
340, 326, -90, 64
340, 326, -91, 64
340, 328, -92, 65
340, 328, -93, 65
340, 328, -93, 66
345, 329, -95, 67
345, 329, -95, 67
345, 329, -96, 68
349, 338, -97, 68
349, 338, -98, 69
349, 338, -99, 70
345, 347, -99, 70
345, 347, -100, 71
349, 347, -103, 72
349, 347, -103, 73
348, 357, -104, 74
348, 357, -105, 74
348, 357, -106, 75
348, 357, -107, 75
355, 364, -107, 76
355, 364, -108, 77
355, 364, -109, 77
355, 374, -110, 78
355, 374, -111, 78
355, 374, -112, 79
357, 374, -113, 79
357, 374, -113, 80
357, 374, -114, 81
357, 389, -115, 81
357, 389, -116, 82
357, 389, -117, 82
362, 385, -118, 83
362, 385, -118, 84
362, 385, -119, 84
357, 392, -120, 85
357, 392, -120, 85
357, 392, -121, 86
357, 392, -122, 86
357, 397, -123, 87
357, 397, -124, 87
357, 397, -125, 88
433, 401, -126, 89
433, 401, -126, 89
433, 401, -127, 90
362, 411, -128, 90
362, 411, -129, 91
362, 411, -129, 91
366, 403, -130, 92
366, 403, -131, 92
366, 403, -132, 93
385, 412, -133, 93
385, 412, -134, 94
385, 412, -135, 94
365, 412, -136, 95
365, 452, -137, 96
365, 452, -138, 96
365, 433, -139, 97
618, 433, -139, 97
618, 433, -141, 98
428, 416, -142, 99
428, 416, -143, 100
428, 416, -143, 100
376, 658, -144, 101
376, 658, -145, 101
376, 658, -146, 102
376, 658, -147, 102
607, 412, -148, 103
607, 412, -149, 103
607, 412, -149, 104
491, 420, -150, 105
491, 420, -151, 105
491, 420, -152, 106
376, 420, -153, 106
376, 420, -154, 107
376, 420, -155, 107
361, 660, -155, 108
361, 660, -156, 109
361, 660, -157, 109
361, 660, -158, 110
598, 504, -159, 110
598, 504, -160, 111
598, 504, -161, 112
551, 483, -162, 112
551, 483, -163, 113
551, 483, -164, 113
633, 510, -164, 114
633, 510, -165, 114
633, 510, -166, 115
633, 510, -167, 115
672, 506, -168, 116
672, 506, -169, 116
672, 506, -169, 117
500, 456, -170, 118
500, 456, -171, 118
500, 456, -172, 119
321, 518, -173, 119
321, 518, -174, 120
321, 518, -175, 120
496, 597, -175, 121
496, 597, -176, 121
496, 597, -177, 122
496, 597, -178, 123
488, 581, -179, 123
488, 581, -179, 124
488, 581, -180, 124
488, 599, -181, 125
488, 599, -182, 126
488, 599, -183, 126
474, 616, -184, 127
474, 616, -185, 127
474, 616, -186, 128
456, 607, -187, 128
456, 607, -188, 129
456, 607, -189, 130
616, 433, -190, 131
616, 433, -191, 131
616, 433, -191, 132
460, 572, -192, 132
460, 572, -193, 133
460, 572, -194, 133
599, 500, -195, 134
599, 500, -196, 135
599, 500, -196, 135
546, 555, -197, 136
546, 555, -198, 136
546, 555, -199, 137
546, 555, -200, 137
580, 462, -201, 138
580, 462, -202, 139
580, 462, -202, 139
428, 555, -203, 139
428, 555, -204, 140
428, 555, -205, 141
554, 555, -206, 141
554, 488, -207, 142
554, 488, -208, 142
551, 580, -209, 143
551, 580, -209, 143
551, 580, -210, 144
551, 580, -211, 144
614, 481, -212, 145
614, 481, -213, 146
614, 481, -214, 146
519, 479, -215, 147
519, 479, -215, 147
519, 479, -216, 148
542, 488, -217, 148
542, 488, -218, 149
542, 488, -219, 149
511, 475, -220, 150
511, 475, -221, 150
511, 475, -221, 151
511, 475, -222, 151
452, 614, -224, 153
534, 460, -225, 153
534, 460, -226, 154
534, 460, -227, 154
534, 500, -228, 155
500, 500, -229, 156
500, 500, -229, 156
479, 481, -231, 157
479, 481, -231, 157
479, 481, -232, 158
464, 506, -233, 159
464, 506, -234, 159
464, 506, -235, 160
340, 452, -236, 161
340, 452, -237, 161
340, 452, -237, 161
340, 403, -239, 162
347, 403, -239, 163
347, 403, -240, 163
326, 513, -241, 163
326, 513, -242, 164
326, 513, -243, 165
469, 513, -244, 165
469, 513, -244, 165
469, 513, -245, 166
538, 513, -246, 166
538, 513, -247, 167
538, 513, -248, 167
538, 513, -248, 168
622, 513, -249, 168
622, 513, -250, 169
622, 513, -251, 169
622, 513, -252, 170
622, 513, -253, 170
622, 513, -253, 171
622, 513, -254, 171
622, 513, -255, 172
622, 513, -256, 172
622, 513, -256, 173
622, 513, -257, 173
536, 513, -258, 174
536, 513, -259, 174
536, 513, -260, 175
536, 513, -261, 175
536, 513, -261, 176
536, 513, -262, 176
536, 513, -263, 177
536, 82, -264, 177
536, 82, -265, 178
536, 82, -265, 178
536, 82, -266, 179
488, 82, -267, 179
488, 82, -268, 179
488, 82, -269, 180
488, 82, -269, 180
488, 82, -270, 181
488, 82, -271, 181
488, 82, -272, 182
500, 82, -273, 182
500, 82, -273, 183
500, 82, -274, 183
500, 82, -275, 184
500, 149, -276, 184
500, 149, -277, 185
490, 149, -278, 186
490, 157, -279, 186
490, 157, -280, 187
498, 157, -281, 187
498, 143, -282, 188
498, 143, -282, 188
498, 143, -283, 189
498, 156, -284, 189
498, 156, -285, 190
195, 139, -286, 190
195, 139, -287, 191
195, 139, -287, 191
197, 126, -288, 192
197, 126, -289, 192
197, 126, -290, 193
197, 138, -291, 193
326, 138, -291, 194
326, 138, -292, 194
326, 149, -293, 195
326, 149, -294, 195
326, 149, -295, 195
326, 149, -295, 196
326, 149, -296, 197
326, 149, -297, 197
326, 149, -298, 198
326, 149, -299, 198
326, 149, -300, 199
326, 158, -301, 199
326, 158, -301, 199
326, 158, -302, 200
510, 157, -303, 200
510, 157, -304, 201
510, 157, -305, 201
510, 164, -305, 202
510, 164, -306, 202
510, 164, -307, 203
510, 149, -308, 203
510, 149, -309, 204
510, 149, -309, 205
510, 130, -310, 205
510, 130, -311, 205
510, 130, -312, 206
164, 149, -313, 207
164, 149, -313, 207
164, 149, -314, 208
162, 149, -315, 208
162, 149, -316, 209
162, 149, -317, 209
149, 149, -317, 210
149, 149, -318, 211
149, 149, -319, 211
149, 157, -320, 211
149, 157, -321, 212
149, 157, -321, 213
149, 157, -323, 213
149, 157, -323, 214
149, 157, -324, 215
149, 157, -325, 215
149, 157, -326, 216
149, 157, -326, 216
149, 157, -327, 217
149, 157, -328, 217
149, 157, -329, 218
149, 157, -330, 218
149, 157, -330, 219
149, 157, -331, 219
149, 157, -332, 220
149, 157, -333, 221
