L, R, motor_r, motor_l
326, 410, 0, 0
326, 410, -1, 0
326, 410, -1, 0
326, 326, -1, 1
326, 326, -1, 1
326, 326, -2, 1
326, 326, -2, 2
326, 326, -3, 2
326, 326, -3, 3
326, 326, -4, 3
326, 326, -5, 4
326, 326, -5, 4
326, 326, -6, 5
326, 326, -7, 6
326, 326, -7, 6
326, 326, -8, 7
326, 326, -9, 8
326, 326, -10, 8
326, 326, -10, 8
326, 326, -11, 9
326, 326, -11, 9
326, 326, -12, 10
326, 326, -12, 10
326, 326, -13, 11
326, 326, -14, 12
326, 326, -15, 12
326, 326, -15, 12
326, 326, -16, 13
658, 326, -17, 13
658, 326, -17, 14
658, 326, -18, 14
326, 653, -19, 14
326, 653, -19, 15
326, 653, -20, 15
326, 653, -21, 16
326, 653, -21, 16
326, 653, -22, 17
326, 653, -23, 17
326, 653, -23, 17
326, 653, -24, 18
326, 653, -24, 18
326, 653, -25, 18
326, 653, -26, 19
326, 653, -26, 19
326, 653, -27, 19
326, 653, -27, 20
326, 653, -28, 20
326, 653, -29, 20
326, 653, -29, 21
326, 653, -30, 21
326, 653, -31, 22
326, 653, -31, 22
326, 653, -32, 22
326, 653, -32, 23
326, 653, -33, 23
326, 653, -34, 23
326, 653, -34, 24
326, 653, -35, 24
326, 653, -36, 24
326, 653, -36, 25
326, 653, -37, 25
326, 653, -37, 26
326, 653, -38, 26
326, 653, -39, 26
326, 653, -39, 27
326, 653, -40, 27
326, 653, -41, 27
326, 653, -41, 28
326, 653, -42, 28
326, 653, -42, 28
326, 653, -43, 28
326, 653, -44, 29
326, 653, -44, 29
326, 662, -45, 29
326, 662, -45, 30
326, 662, -46, 30
326, 662, -47, 30
831, 662, -47, 31
831, 546, -48, 32
831, 546, -49, 32
831, 546, -50, 32
831, 546, -50, 33
831, 624, -51, 33
831, 624, -51, 33
831, 624, -52, 34
831, 634, -53, 34
831, 634, -53, 34
831, 634, -54, 35
831, 634, -55, 35
831, 634, -56, 36
831, 634, -57, 36
831, 634, -57, 36
831, 634, -58, 36
831, 634, -59, 37
831, 653, -60, 38
831, 653, -61, 38
831, 653, -61, 38
831, 641, -62, 39
831, 641, -62, 39
831, 641, -63, 39
831, 326, -64, 40
831, 326, -65, 40
831, 326, -65, 40
481, 616, -66, 41
481, 616, -66, 41
481, 616, -67, 41
483, 633, -67, 42
483, 633, -68, 42
483, 633, -69, 42
483, 653, -69, 43
483, 653, -70, 43
483, 653, -70, 44
483, 653, -71, 44
483, 653, -71, 44
483, 643, -72, 45
483, 643, -73, 45
483, 635, -74, 46
483, 635, -74, 46
668, 635, -75, 46
668, 635, -75, 47
668, 635, -76, 47
668, 635, -77, 48
668, 635, -77, 48
668, 635, -78, 48
668, 635, -79, 49
668, 635, -79, 49
668, 635, -80, 50
668, 635, -81, 50
668, 635, -81, 51
644, 635, -82, 51
644, 635, -83, 52
644, 635, -83, 52
348, 635, -84, 52
348, 635, -85, 53
348, 635, -85, 53
348, 635, -86, 54
348, 635, -87, 54
348, 635, -87, 55
348, 635, -88, 55
348, 635, -89, 56
348, 635, -89, 56
348, 635, -90, 56
348, 563, -91, 57
348, 563, -91, 57
348, 563, -92, 58
348, 576, -92, 58
348, 576, -93, 58
348, 576, -93, 59
348, 576, -94, 59
348, 488, -95, 60
348, 488, -96, 60
348, 488, -96, 61
635, 581, -97, 61
635, 581, -98, 62
635, 581, -99, 62
635, 582, -99, 63
635, 582, -100, 63
635, 582, -100, 64
635, 578, -101, 64
635, 578, -102, 65
635, 578, -102, 65
561, 570, -103, 66
561, 570, -104, 66
561, 570, -104, 66
553, 569, -105, 67
553, 569, -106, 67
553, 569, -106, 68
553, 569, -107, 68
635, 569, -108, 69
635, 569, -108, 69
635, 569, -109, 70
635, 562, -109, 70
635, 562, -110, 70
635, 562, -111, 71
635, 563, -111, 71
635, 563, -112, 72
635, 563, -113, 72
635, 563, -114, 73
635, 563, -114, 73
635, 563, -115, 74
635, 574, -116, 74
635, 574, -117, 75
635, 574, -117, 75
635, 662, -118, 76
635, 662, -119, 76
635, 662, -119, 77
643, 517, -120, 77
643, 517, -121, 78
643, 517, -122, 78
643, 706, -122, 79
643, 706, -123, 79
643, 706, -124, 80
643, 706, -124, 80
643, 706, -125, 80
643, 706, -126, 81
643, 706, -126, 81
643, 706, -127, 82
643, 706, -128, 82
633, 706, -128, 83
