L, R, motor_r, motor_l
328, 353, 0, 0
321, 353, 0, 0
321, 353, 0, 0
321, 353, 0, 1
321, 348, -1, 1
321, 348, -1, 1
321, 348, -1, 2
321, 348, -2, 2
321, 348, -3, 3
321, 348, -3, 4
321, 348, -4, 5
321, 348, -5, 5
321, 348, -5, 6
322, 353, -6, 7
322, 353, -7, 8
303, 340, -8, 9
303, 340, -8, 9
303, 340, -9, 10
303, 340, -9, 11
302, 357, -10, 11
302, 357, -11, 12
302, 357, -12, 13
298, 355, -13, 13
298, 355, -13, 13
298, 355, -14, 14
294, 357, -15, 15
294, 357, -16, 15
294, 357, -17, 15
288, 355, -18, 16
288, 355, -19, 17
288, 355, -19, 17
286, 357, -20, 18
286, 357, -21, 18
286, 357, -22, 19
357, 273, -23, 19
357, 273, -23, 20
357, 273, -24, 21
280, 357, -25, 21
280, 357, -26, 22
280, 357, -26, 22
357, 281, -27, 23
357, 281, -28, 23
357, 281, -29, 23
271, 357, -30, 24
271, 357, -31, 24
271, 357, -31, 25
357, 289, -32, 25
357, 289, -33, 26
357, 289, -34, 26
357, 302, -35, 27
357, 302, -35, 27
357, 302, -36, 28
357, 302, -37, 28
357, 302, -38, 29
357, 302, -39, 29
357, 321, -40, 30
357, 321, -40, 30
357, 321, -41, 31
357, 322, -42, 31
357, 322, -43, 31
357, 322, -43, 32
357, 321, -44, 33
357, 321, -45, 33
357, 321, -46, 34
357, 321, -47, 34
357, 321, -47, 35
357, 321, -49, 35
357, 326, -50, 36
357, 326, -51, 37
357, 326, -52, 37
353, 330, -52, 38
353, 330, -53, 38
353, 330, -54, 39
357, 329, -55, 39
357, 329, -56, 40
357, 329, -57, 40
358, 345, -57, 41
358, 345, -58, 41
358, 345, -59, 42
362, 345, -60, 43
362, 345, -61, 43
362, 345, -62, 44
361, 355, -62, 44
361, 355, -63, 45
361, 355, -64, 45
364, 357, -65, 46
364, 357, -65, 46
364, 357, -66, 47
364, 366, -67, 48
364, 366, -68, 48
364, 366, -69, 49
364, 368, -70, 49
364, 368, -70, 50
364, 368, -71, 50
364, 376, -72, 51
364, 376, -73, 51
364, 376, -74, 52
364, 376, -75, 53
364, 376, -75, 53
364, 376, -76, 54
364, 391, -77, 54
364, 391, -78, 55
364, 391, -79, 55
364, 391, -79, 56
364, 397, -80, 57
364, 397, -81, 57
364, 391, -82, 58
365, 391, -83, 59
365, 391, -83, 59
362, 397, -85, 60
362, 397, -85, 60
362, 397, -86, 61
362, 397, -87, 61
362, 399, -88, 62
362, 399, -88, 63
362, 399, -89, 63
357, 401, -90, 64
364, 403, -93, 66
364, 403, -94, 67
355, 403, -95, 67
355, 403, -96, 68
355, 403, -97, 69
357, 408, -98, 69
357, 408, -99, 70
357, 408, -99, 71
357, 411, -101, 71
349, 411, -101, 72
349, 411, -102, 72
