L, R, motor_r, motor_l
376, 420, -107, 75
376, 420, -107, 76
376, 420, -108, 76
376, 420, -109, 77
376, 418, -110, 78
376, 418, -111, 78
383, 418, -112, 79
383, 418, -113, 80
384, 427, -113, 80
384, 427, -114, 81
384, 570, -115, 81
393, 570, -116, 82
393, 570, -117, 83
393, 428, -118, 83
460, 428, -119, 84
460, 428, -119, 84
460, 447, -120, 85
460, 447, -121, 86
666, 447, -122, 86
666, 447, -123, 87
666, 447, -124, 87
401, 447, -125, 88
401, 447, -126, 89
401, 447, -126, 89
408, 447, -127, 90
408, 447, -128, 90
408, 447, -129, 91
435, 389, -130, 92
435, 389, -131, 92
435, 389, -131, 93
452, 403, -132, 93
452, 403, -133, 94
452, 403, -134, 95
452, 429, -135, 95
599, 429, -135, 96
599, 429, -136, 96
599, 443, -137, 97
471, 443, -138, 98
471, 443, -139, 99
321, 483, -140, 99
321, 483, -141, 100
321, 483, -142, 101
435, 609, -143, 102
435, 609, -144, 102
435, 609, -145, 103
435, 420, -145, 103
445, 420, -146, 104
445, 420, -147, 104
445, 420, -148, 105
616, 588, -149, 106
616, 588, -150, 106
616, 588, -150, 107
452, 499, -151, 107
452, 499, -152, 108
452, 499, -153, 108
452, 499, -154, 109
645, 429, -155, 110
645, 429, -155, 110
645, 429, -156, 111
645, 456, -157, 111
412, 456, -158, 112
412, 456, -159, 112
425, 456, -159, 113
425, 456, -161, 114
425, 456, -161, 114
425, 599, -162, 115
425, 599, -163, 115
425, 599, -164, 116
595, 454, -165, 116
595, 454, -165, 117
595, 454, -166, 118
595, 607, -167, 118
408, 607, -168, 118
408, 607, -168, 119
408, 607, -169, 120
563, 661, -170, 120
563, 661, -171, 120
563, 661, -172, 121
645, 443, -173, 122
645, 443, -173, 122
645, 443, -174, 123
397, 582, -175, 123
397, 582, -176, 124
397, 582, -176, 124
397, 582, -177, 125
574, 603, -178, 125
574, 603, -179, 126
574, 603, -179, 126
563, 603, -180, 127
563, 326, -181, 127
563, 326, -182, 128
385, 326, -183, 128
385, 326, -184, 129
385, 326, -185, 130
385, 326, -186, 130
385, 326, -187, 131
385, 326, -187, 131
385, 326, -188, 132
385, 326, -189, 133
385, 326, -190, 133
385, 326, -191, 134
667, 326, -191, 134
667, 326, -192, 135
667, 326, -193, 135
546, 326, -194, 136
546, 326, -194, 136
546, 326, -195, 137
544, 326, -196, 137
544, 326, -197, 138
544, 326, -198, 138
544, 326, -198, 139
666, 326, -199, 139
666, 326, -200, 140
666, 326, -201, 140
633, 326, -202, 141
633, 326, -202, 141
633, 121, -203, 142
633, 121, -204, 142
537, 121, -205, 143
537, 121, -205, 143
537, 121, -206, 144
546, 121, -207, 144
546, 121, -208, 145
546, 121, -209, 146
546, 121, -209, 146
546, 121, -210, 147
546, 121, -211, 147
654, 121, -212, 148
654, 121, -213, 148
654, 121, -214, 149
624, 120, -215, 150
624, 120, -216, 150
624, 120, -216, 151
609, 121, -217, 151
609, 77, -219, 153
622, 77, -220, 153
622, 77, -221, 154
622, 121, -222, 154
622, 121, -222, 155
542, 121, -223, 155
542, 121, -224, 156
544, 126, -225, 156
544, 126, -226, 157
544, 130, -227, 157
527, 130, -228, 158
527, 130, -229, 159
527, 130, -230, 159
496, 130, -231, 160
496, 126, -231, 160
496, 126, -232, 161
496, 126, -233, 161
517, 126, -234, 162
517, 126, -234, 162
525, 126, -235, 163
525, 118, -236, 163
525, 118, -237, 164
326, 118, -237, 164
326, 122, -238, 165
326, 122, -239, 165
326, 122, -240, 166
326, 122, -241, 166
326, 122, -241, 167
326, 122, -242, 167
326, 128, -243, 168
326, 128, -243, 168
326, 128, -244, 169
326, 128, -245, 170
326, 128, -246, 170
326, 128, -247, 170
590, 128, -247, 171
590, 128, -248, 172
590, 128, -249, 172
336, 128, -250, 172
336, 128, -251, 173
336, 128, -251, 173
336, 128, -252, 174
336, 128, -253, 174
336, 128, -254, 175
336, 128, -254, 175
336, 128, -255, 176
336, 128, -256, 176
336, 128, -257, 177
326, 128, -257, 177
326, 128, -258, 178
326, 130, -259, 178
326, 130, -260, 179
326, 130, -261, 179
326, 130, -261, 180
326, 130, -262, 180
326, 130, -263, 180
326, 28, -264, 181
326, 28, -265, 182
326, 28, -265, 182
326, 130, -266, 182
326, 130, -267, 183
326, 130, -268, 184
326, 130, -269, 184
326, 130, -269, 185
326, 143, -271, 186
326, 143, -272, 186
326, 143, -272, 186
326, 137, -273, 187
326, 137, -274, 187
326, 137, -275, 188
326, 138, -275, 188
326, 138, -276, 189
326, 138, -277, 190
326, 17, -278, 190
326, 17, -279, 191
326, 17, -280, 191
326, 143, -281, 192
326, 143, -282, 192
326, 143, -282, 193
326, 139, -283, 193
326, 139, -284, 194
326, 139, -285, 194
326, 139, -285, 195
326, 139, -286, 195
326, 139, -287, 196
326, 139, -288, 196
326, 139, -289, 197
326, 139, -289, 197
138, 139, -290, 198
138, 139, -291, 198
138, 139, -292, 199
149, 139, -292, 199
149, 139, -293, 200
149, 139, -294, 200
138, 147, -295, 201
138, 147, -296, 201
138, 147, -296, 202
138, 154, -297, 202
138, 154, -298, 203
138, 154, -299, 203
138, 154, -299, 204
138, 154, -300, 204
138, 154, -301, 205
138, 158, -302, 205
138, 158, -303, 205
138, 158, -303, 206
145, 156, -304, 207
145, 156, -305, 207
145, 156, -305, 208
145, 156, -306, 208
145, 156, -307, 208
145, 156, -308, 209
145, 162, -309, 210
147, 162, -309, 210
147, 162, -310, 210
149, 162, -311, 211
149, 162, -312, 212
149, 162, -312, 212
147, 164, -313, 213
147, 164, -315, 214
147, 157, -315, 214
156, 157, -316, 215
156, 157, -317, 215
164, 166, -318, 216
164, 166, -318, 216
164, 166, -320, 217
164, 166, -321, 218
164, 166, -322, 218
164, 164, -322, 219
164, 164, -323, 219
164, 164, -324, 220
164, 164, -324, 220
164, 164, -325, 221
164, 164, -326, 222
164, 164, -327, 222
164, 164, -327, 222
164, 164, -328, 223
164, 164, -330, 224
164, 164, -331, 225
164, 164, -332, 225
164, 164, -333, 226
839, 156, -333, 226
839, 156, -334, 227
839, 156, -335, 227
839, 156, -336, 228
865, 118, -336, 228
865, 118, -337, 229
865, 118, -338, 230
804, 118, -339, 230
804, 118, -340, 230
804, 118, -340, 231
804, 118, -341, 231
784, 118, -342, 232
784, 118, -343, 232
784, 118, -343, 233
784, 118, -344, 233
848, 118, -345, 234
848, 118, -346, 234
848, 118, -347, 235
848, 118, -347, 235
848, 118, -348, 236
848, 118, -349, 236
848, 118, -350, 237
848, 118, -351, 237
848, 118, -351, 238
848, 118, -352, 238
848, 118, -353, 239
848, 118, -354, 240
203, 184, -355, 240
203, 184, -356, 241
203, 184, -356, 241
199, 184, -357, 242
199, 184, -359, 243
199, 184, -360, 243
199, 326, -360, 244
199, 326, -361, 245
199, 326, -362, 245
199, 326, -363, 246
199, 326, -364, 246
199, 326, -364, 247
211, 326, -365, 248
211, 326, -366, 248
211, 326, -367, 249
205, 326, -368, 249
205, 326, -369, 250
205, 326, -369, 250
205, 326, -371, 251
205, 326, -371, 252
205, 326, -372, 252
205, 326, -373, 253
205, 197, -374, 253
205, 197, -375, 254
205, 197, -375, 254
205, 197, -376, 255
205, 326, -377, 255
206, 326, -378, 256
206, 326, -379, 257
206, 326, -379, 257
228, 326, -380, 258
228, 326, -381, 258
228, 326, -382, 259
326, 326, -383, 260
326, 326, -384, 260
326, 326, -385, 261
326, 326, -386, 262
536, 326, -386, 262
536, 326, -387, 263
384, 326, -388, 263
384, 326, -389, 264
384, 326, -390, 265
326, 326, -391, 265
326, 326, -392, 266
326, 326, -392, 266
326, 326, -393, 267
326, 326, -394, 268
326, 326, -395, 268
326, 326, -395, 269
326, 617, -396, 269
326, 617, -397, 270
326, 617, -398, 270
481, 617, -399, 271
481, 448, -400, 272
481, 448, -401, 272
321, 624, -401, 273
321, 624, -402, 273
321, 624, -403, 274
445, 471, -404, 275
445, 471, -405, 276
445, 471, -406, 276
588, 321, -407, 277
588, 321, -407, 277
588, 321, -408, 278
454, 479, -409, 278
454, 479, -410, 279
454, 479, -411, 280
616, 326, -411, 280
616, 326, -412, 281
616, 326, -413, 281
616, 326, -414, 282
740, 720, -415, 283
740, 720, -415, 283
740, 720, -416, 284
730, 523, -417, 284
730, 523, -418, 285
730, 523, -419, 285
730, 698, -419, 286
712, 698, -420, 287
712, 698, -421, 287
712, 698, -422, 288
326, 685, -423, 288
326, 685, -423, 289
326, 685, -424, 289
567, 712, -425, 290
567, 712, -426, 291
567, 712, -427, 291
567, 712, -427, 292
687, 672, -428, 292
687, 672, -429, 293
687, 672, -430, 294
685, 693, -431, 294
685, 693, -432, 295
685, 693, -433, 295
685, 693, -433, 296
710, 696, -434, 296
710, 696, -435, 297
710, 696, -435, 298
689, 710, -436, 298
689, 710, -437, 299
689, 710, -438, 299
689, 710, -439, 300
689, 726, -440, 301
689, 726, -441, 301
689, 726, -442, 302
689, 653, -443, 303
689, 653, -443, 303
689, 532, -445, 305
689, 532, -446, 305
689, 532, -447, 306
689, 392, -448, 307
689, 392, -449, 307
689, 392, -450, 308
384, 704, -451, 309
384, 704, -452, 309
384, 710, -453, 310
515, 710, -453, 311
515, 710, -454, 311
515, 710, -455, 312
730, 586, -456, 313
730, 586, -457, 313
730, 586, -457, 314
697, 728, -458, 314
697, 728, -459, 315
697, 728, -460, 316
697, 728, -461, 316
506, 599, -461, 317
506, 599, -462, 317
506, 599, -463, 318
506, 744, -464, 319
498, 744, -465, 319
498, 744, -465, 320
670, 622, -466, 320
670, 622, -467, 321
670, 622, -468, 322
670, 622, -468, 322
474, 622, -469, 323
474, 622, -470, 323
474, 622, -471, 324
605, 622, -471, 324
605, 622, -472, 325
605, 622, -473, 326
605, 622, -474, 326
605, 588, -475, 327
605, 588, -475, 327
605, 588, -476, 328
605, 587, -477, 328
605, 587, -478, 329
605, 587, -479, 330
605, 630, -479, 330
605, 630, -480, 331
605, 630, -481, 331
605, 630, -481, 332
605, 687, -482, 332
605, 687, -483, 333
605, 687, -484, 333
464, 687, -485, 334
464, 687, -485, 335
464, 687, -486, 335
730, 687, -487, 336
730, 687, -488, 336
730, 687, -488, 337
427, 687, -489, 338
427, 687, -490, 338
427, 687, -491, 338
492, 687, -492, 340
492, 687, -493, 340
492, 687, -493, 341
546, 614, -494, 341
546, 614, -495, 342
546, 614, -496, 342
546, 614, -497, 343
510, 614, -497, 344
510, 635, -498, 344
510, 635, -499, 345
